ID_compound,SMILES,Common name,Biological Activity,Pathogen,Category,IC50 (µM),Experiment Type,IC50(µg/ml),CC50,Ki,EC50_invitro,EC50 viral,% Inhibition,Tested at [C],Weight,Origin,Formula,Family,Sub family,Nature,Reference,ID_ref,PUBCHEM_CID
    10.1055/s-0030-1270906  ",103,
2848,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,,,,1.38,,,,,,,627.035,Prosopis glandulosa,C40H72N3O2+,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",104,
2849,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,,,,19.5,,,,,,,627.035,Prosopis glandulosa,C40H72N3O2+,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",104,
2850,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,,,,3.08,,,,,,,627.035,Prosopis glandulosa,C40H72N3O2+,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",104,
2851,"C[C@H]1[C@H](CC[C@H](N1)CCCCCCCCCCC2=CC(=C3CCC[N+]3=C2)CCCCCCCCCC[C@@H]4CC[C@@H]([C@@H](N4)C)O)O
",juliprosine,Active,Leishmania,,,,2.58,,,,,,,627.035,Prosopis glandulosa,C40H72N3O2+,alkaloid,indolizidine alkaloid,natural,"10.1021/cr400552x;
    10.1055/s-0030-1270906  ",104,
2852,C/C=C(/C)\C(=O)OC[C@H]1C2=C(C[C@H]3N1C[C@H]4[C@@H](C5=C([C@H]3N4C)C(=O)C(=C(C5=O)C)OC)O)C(=O)C(=C(C2=O)OC)C,renieramycin A,Active,Leishmania,,0.35,,0.2,,,,,,,566.599,the marine sponge Neopetrosia sp,C30H34N2O9,alkaloid,,natural,"10.1021/cr400552x;
     10.1016/j.bmc.2013.11.048    ",105,
2853,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2O,2' -hydroxychalcone,Active,Leishmania,,,,"
",,,,,,,224.259,,C15H12O2,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",106,
2854,COc2ccc(/C=C/C(=O)c1ccccc1)cc2,4 -methoxychalcone,Active,Leishmania,,,,,,,,,,,238.286,,C16H14O2,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",107,
2855,O=C(/C=C/c1ccc(O)cc1)c2ccc(O)cc2O,"4,2',4' -Trihydroxychalcone",Active,Leishmania,,,,,,,,,,,256.257,,C15H12O4,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",108,
2856,COc2ccc(/C=C/C(=O)c1ccc(O)cc1O)cc2,"2',4 Dihydroxychalcone",Active,Leishmania,,,,,,,,,,,270.284,,C16H14O4,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",109,
2857,COc2ccc(/C=C/C(=O)c1ccccc1O)cc2O,"3,2' -Dihydroxy-4-methoxychalcone",Active,Leishmania,,,,,,,,,,,270.284,,C16H14O4,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",110,
2858,COc2ccc(C(=O)/C=C/c1ccc(O)cc1)c(O)c2,"4,2' -Dihydroxy-4-methoxychalcone",Active,Leishmania,,,,,,,,,,,270.284,,C16H14O4,chacone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",111,
2859,COc2ccc(/C=C/C(=O)c1ccccc1O)cc2OC,"2' hydroxy -3,4 -dimethoxychalcone",Active,Leishmania,,,,,,,,,,,284.311,,C17H16O4,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",112,
2860,COc2ccc(/C=C/C(=O)c1ccc(OC)c(OC)c1)cc2,"2' hydroxy -3',4' -dimethoxychalcone",Active,Leishmania,,,,,,,,,,,298.338,,C18H18O4,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",113,
2861,COc2cc(O)c(C(=O)/C=C/c1ccccc1O)c(OC)c2,"4,3',4' -Trimethoxychalcone",Active,Leishmania,,,,,,,,,,,300.31,,C17H16O5,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",114,
2862,COc2ccc(/C=C/C(=O)c1ccc(OC)cc1O)cc2,"6,6'-Dihydroxy-2',4' dimethoxychalcone",Active,Leishmania,,,,,,,,,,,284.311,,C17H16O4,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",115,
2863,O=C(/C=C/c1ccc(O)cc1O)c2c(O)cc(O)cc2O,"4,6,2',4',6'-Pentahydroxychalcone",Inactive,Leishmania,,,,,,,,,,,288.252,,C15H12O6,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",116,
2864,[H][C@@]3(O)[C@@]([H])(O)[C@]([H])(CO)O[C@]([H])(Oc1cc(O)cc(O)c1C(=O)/C=C/c2ccc(O)cc2O)[C@@]3([H])O,"4,6,4',6'-Tetrahydroxychalcone-2'-glucoside",Active,Leishmania,,,,,,,,,,,450.396,,C21H22O11,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",117,
2865,[H][C@@]3(O)[C@@]([H])(O)[C@]([H])(CO)O[C@]([H])(Oc1cc(O)cc(O)c1C(=O)/C=C/c2ccc(O)cc2O)[C@@]3([H])O,"4,6,4',6'-Tetrahydroxychalcone-2'-glucoside",Active,Leishmania,,1.86,,,,,,,,,450.396,,C21H22O11,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",117,
2866,COc2ccc(/C=C/C(=O)c1c(O)cc(OC)cc1OC)c(O)c2,"6,6'-Dihydroxy-4,2'4'-trihydroxychalcone",Active,Leishmania,,,,,,,,,,,330.336,,C18H18O6,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",118,
2867,COc1ccccc1/C=C/C(=O)c2c(O)c(OC)c(OC)cc2OC,"2'-Hydroxy-6,3'4',6'-tetramethoxychalcone",Inactive,Leishmania,,,,,,,,,,,344.363,,C19H20O6,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",119,
2868,C/C(C)=C\CCc2c(O)cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c2O,"3' -prenyl-4,6,2',4',6'-pentahydroxychalcone",Active,Leishmania,,,,,,,,,,,370.401,,C21H22O6,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",120,
2869,COc2ccc(/C=C/C(=O)c1c(O)c(CC/C=C(C)/C)c(OC)cc1OC)c(OC)c2,"2'-Hydroxy-3'-prenyl-4,6,4',6'-tetramethoxyychalcone",Inactive,Leishmania,,,,,,,,,,,426.509,,C25H30O6,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",121,
2870,COc2cc(OC)c(C(=O)/C=C/c1cc(OC)c(OC)cc1OC)c(OC)c2,"3,4,6,2',4',6' -Hexamethoxychalcone",Active,Leishmania,,,,,,,,,,,388.416,,C21H24O7,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",122,
2871,COc2ccc(/C=C/C(=O)c1c(OC)cc(OC)c(CC/C=C(C)/C)c1OC)c(OC)c2,"3'-prenyl-4,6,2',4',6'-pentamethoxychalcone",Active,Leishmania,,,,,,,,,,,440.536,,C26H32O6,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",123,
2872,"
COc2cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c(O)c2","4',2,6,2-Tetrahydroxy -4 -methoxychalcone",Active,Leishmania,,,,6.35,,,,,,,302.282,Piper elongatum,C16H14O6,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",124,
2873,"
COc2cc(O)c(C(=O)/C=C/c1ccc(O)cc1O)c(O)c2","4',2,6,2-Tetrahydroxy -4 -methoxychalcone",Active,Leishmania,,,,3.82,,,,,,,302.282,Piper elongatum,C16H14O6,chalcone,,natural,"10.1021/cr400552x  ;  10.1002/ptr.701
",124,
2874,COc2cc(O)c(C(=O)/C=C/c1ccccc1OC)c(OC)c2,Flavokavin B,Active,Leishmania,,,,11.2,,,,,,,314.337,a related species (Piper rusbyi),C18H18O5,chalcone,,natural,10.1021/cr400552x,125,
2875,COc2cc(O)c(C(=O)/C=C/c1ccccc1OC)c(OC)c2,Flavokavin B,Inactive,Leishmania,,,,,,,,,,,314.337,a related species (Piper rusbyi),C18H18O5,chalcone,,natural,10.1021/cr400552x,125,
2876,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",Active,Leishmania,,,,12.9 ±0.1,,,,,,,298.338,P. polydenius,C18H18O4,chalcone,,natural,10.1021/cr400552x,126,
2877,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",Active,Leishmania,,,,7.7 ±3.3,,,,,,,298.338,P. polydenius,C18H18O4,chalcone,,natural,10.1021/cr400552x,126,
2878,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",Active,Leishmania,,,,5.0 ±1.3,,,,,,,298.338,P. polydenius,C18H18O4,chalcone,,natural,10.1021/cr400552x,126,
2879,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O,"2,4 dihydroxy-6 -methoxy 3,5 dimethylchalcone",Active,Leishmania,,,,,,,,,,,298.338,P. polydenius,C18H18O4,chalcone,,natural,10.1021/cr400552x,126,
2880,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",Active,Leishmania,,,,13.3 ±0.5 ,,,,,,,314.337,P. polydenius,C18H18O5,chalcone,,natural,10.1021/cr400552x,127,
2881,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",Active,Leishmania,,,,9.3 ±3.3 ,,,,,,,314.337,P. polydenius,C18H18O5,chalcone,,natural,10.1021/cr400552x,127,
2882,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",Active,Leishmania,,,,7.5 ±0.9,,,,,,,314.337,P. polydenius,C18H18O5,chalcone,,natural,10.1021/cr400552x,127,
2883,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2O)OC)C)O,"2,2,4-trihydroxy-6-methoxy-3,5-dimethylchalcone",Inactive,Leishmania,,,,,,,,,,,314.337,P. polydenius,C18H18O5,chalcone,,natural,10.1021/cr400552x,127,
2884,c1ccc(cc1)c2cc(=O)c3ccccc3o2,Flavone,Active,Leishmania,,,,5,,,,,,,222.239,,C15H10O2,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",128,
2885,c1ccc(cc1)c2cc(=O)c3c(cccc3o2)O,5-Hydroxyflavone (primuletin),Active,Leishmania,,,,5.5,,,,,,,238.238,,C15H10O3,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",129,
2886,c1ccc(cc1)c2cc(=O)c3cc(ccc3o2)O,6-Hydroxyflavone,Active,Leishmania,,,,5.5,,,,,,,238.238,,C15H10O3,falavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",130,
2887,"c1ccc(cc1)c2cc(=O)c3ccc(cc3o2)O
",7-Hydroxyflavone,Active,Leishmania,,,,13.4,,,,,,,238.238,,C15H10O3,flavonoid,,,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",131,
2888,c1ccc(cc1)c2cc(=O)c3c(cc(cc3o2)O)O,"Chrysin

",Active,Leishmania,,,,5.4,,,,,,,254.238,,C15H10O4,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",132,
2889,c1ccc(cc1)c2cc(=O)c3cc(c(cc3o2)O)O,"6,7-Dihydroxyflavone
",Active,Leishmania,,,,6.2,,,,,,,254.238,,C15H10O4,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",133,
2890,c1ccc(cc1)c2cc(=O)c3ccc(c(c3o2)O)O,"7,8-Dihydroxyflavone
",Active,Leishmania,,,,1.7,,,,,,,254.238,,C15H10O4,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",134,
2891,COc1ccc2c(=O)cc(oc2c1OC)c3ccccc3,"7,8-Dimethoxyflavone",Active,Leishmania,,,,9.6,,,,,,,282.291,,C17H14O4,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",135,
2892,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,"Apigenin

",Active,Leishmania,,,,1.9,,,,,,,270.2369,,C15H10O5,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",136,
2893,COc1cc(c2c(=O)cc(oc2c1)c3ccc(cc3)O)O,Genkwanin,Active,Leishmania,,,,9.4,,,,,,,284.263,,C16H12O5,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",137,
2894,COc1ccc(cc1)c2cc(=O)c3c(o2)cc(c(c3O)O)OC,Ladanein,Active,Leishmania,,,,2.1,,,,,,,314.289,,C17H14O6,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",138,
2895,COc1cc2c(c(=O)cc(o2)c3ccc(cc3)O)c(c1OC)O,Cirsimaritin,Active,Leishmania,,,,3.9,,,,,,,314.289,,C17H14O6,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",139,
2896,c1cc(ccc1c2cc(=O)c3c(o2)cc(c(c3O)O)O)O,"Scutellarein
",Active,Leishmania,,,,2.6,,,,,,,286.236,,C15H10O6,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",140,
2897,c1ccc2c(c1)c(=O)cc(o2)c3ccc(c(c3)O)O,"3',4'-Dihydroxyflavone
",Active,Leishmania,,,,2,,,,,,,254.238,,C15H10O4,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",141,
2898,c1cc(c(cc1c2cc(=O)c3ccc(cc3o2)O)O)O,"7,3',4'-Trihydroxyflavone",Active,Leishmania,,,,5.5,,,,,,,270.237,,C15H10O5,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",142,
2899,COc1ccc(cc1O)c2cc(=O)c3c(cc(cc3o2)O)O,Diosmetin,Active,Leishmania,,,,7.1,,,,,,,300.263,,C16H12O6,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",143,
2900,c1cc(c(cc1c2cc(=O)c3ccc(c(c3o2)O)O)O)O,"7,8,3',4'-Tetrahydroxyflavone",Active,Leishmania,,,,8.8,,,,,,,286.236,,C15H10O6,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",144,
2901,c1cc(ccc1c2cc(=O)c3c(cc(cc3o2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,"Apigenin-7-O-glucoside
",Active,Leishmania,,,,2.1,,,,,,,432.378,,C21H20O10,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",145,
2902,c1cc(c(cc1c2cc(=O)c3c(o2)cc(cc3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,"Luteolin-5-O-glucoside

",Active,Leishmania,,,,3,,,,,,,448.377,,C21H20O11,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",146,
2903,c1cc(c(cc1c2cc(=O)c3c(cc(cc3o2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,Luteolin-7-O-glucoside,Active,Leishmania,,,,1.1,,,,,,,448.377,,C21H20O11,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",147,
2904,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4[C@@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H](C([C@@H]([C@@H](O5)CO)O)O)O)O)O)O)O)O)O,Luteolin-7-O-rutinoside,Active,Leishmania,,,,2.6,,,,,,,610.521,,C27H30O16,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",148,
2905,c1ccc(cc1)c2c(c(=O)c3ccccc3o2)O,3-hydroxyflavone,Active,Leishmania,,,,0.7,,,,,,,238.238,,C15H10O3,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",149,
2906,c1ccc(cc1)c2c(c(=O)c3cc(ccc3o2)O)O,"3,6-Dihydroxyflavone",Active,Leishmania,,,,2.5,,,,,,,254.238,,C15H10O4,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",150,
2907,c1ccc(cc1)c2c(c(=O)c3ccc(cc3o2)O)O,"3,7-Dihydroxyflavone",Active,Leishmania,,,,3.3,,,,,,,254.238,,C15H10O4,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",151,
2908,c1ccc(cc1)c2c(c(=O)c3c(cc(cc3o2)O)O)O,Galangin,Active,Leishmania,,,,1.5,,,,,,,270.237,,C15H10O5,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",152,
2909,c1cc(ccc1c2c(c(=O)c3c(cc(cc3o2)O)O)O)O,kaempferol,Inactive,Leishmania,,,,,,,,,,,286.236,,C15H10O6,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",153,
2910,c1cc(c(cc1O)O)c2c(c(=O)c3c(cc(cc3o2)O)O)O,Morin,Active,Leishmania,,,,2.8,,,,,,,302.236,,C15H10O7,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",154,
2911,c1cc(c(cc1c2c(c(=O)c3ccc(cc3o2)O)O)O)O,Fisetin,Active,Leishmania,,,,2.6,,,,,,,286.236,,C15H10O6,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",155,
2912,c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)O)O)O)O,Quercetin,Active,Leishmania,,,,,,,,,,,302.236,,C15H10O7,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",156,
2913,c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)O)O)O)O,Quercetin,Active,Leishmania,,,,1,,,,,,,302.236,,C15H10O7,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",156,
2914,COc1cc(ccc1O)c2c(c(=O)c3c(cc(cc3o2)O)O)O,Isorhamnetin,Active,Leishmania,,0.198,,,,,,,,,316.262,,C16H12O7,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",157,
2915,COc1cc(ccc1O)c2c(c(=O)c3c(cc(cc3o2)O)O)O,Isorhamnetin,Active,Leishmania,,0.082,,,,,,,,,316.262,,C16H12O7,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",157,
2916,COc1cc(ccc1O)c2c(c(=O)c3c(cc(cc3o2)O)O)O,Isorhamnetin,Active,Leishmania,,,,3.8,,,,,,,316.262,,C16H12O7,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",157,
2917,COc1cc(c2c(c1)oc(c(c2=O)O)c3ccc(c(c3)O)O)O,Rhamnetin,Active,Leishmania,,0.079,,,,,,,,,316.262,,C16H12O7,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",158,
2918,COc1cc(c2c(c1)oc(c(c2=O)O)c3ccc(c(c3)O)O)O,Rhamnetin,Active,Leishmania,,,,4.6,,,,,,,316.262,,C16H12O7,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",158,
2919,COc3ccc(c2oc1cc(O)cc(O)c1c(=O)c2OC)cc3OC,"3,4'-Dimethylquercetin",Active,Leishmania,,,,7.9,,,,,,,344.319,,C18H16O7,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",159,
2920,COc1ccc(cc1OC)c2c(c(=O)c3c(cc(cc3o2)OC)O)OC,"Quercetin-3,7,3,4-tetramethylether",Active,Leishmania,,,,7.8,,,,,,,358.342,,C19H18O7,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",160,
2921,c1c(cc(c(c1O)O)O)c2c(c(=O)c3c(cc(cc3o2)O)O)O,myricetin,Active,Leishmania,,,,1.3,,,,,,,318.235,,C15H10O8,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",161,
2922,c1cc(c(cc1c2c(c(=O)c3c(o2)cc(c(c3O)O)O)O)O)O,Quercetagetin,Active,Leishmania,,,,15,,,,,,,318.235,,C15H10O8,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",162,
2923,c1cc(c(cc1c2c(c(=O)c3c(o2)cc(c(c3O)O)O)O)O)O,Quercetagetin,Active,Leishmania,,,,10.9,,,,,,,318.235,,C15H10O8,flavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",162,
2924,[H]c1ccc(cc1O)-c1oc2cc(O)cc(O)c2c(=O)c1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,Quercitrin,Active,Leishmania,,,,8,,,,,,,448.377,Kalanchoe pinnata,C21H20O11,falavonoid,,natural,"10.1021/cr400552x; 10.1128/AAC.50.4.1352

",163,
2925,C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,3-O-alpha- L-rhamnopyranoside,Active,Leishmania,,,,45,,,,,,,448.38,,C21H20O11,flavonoid,,natural,10.1021/cr400552x,164,
2926,O=C\1c3c(O)c(c(O)cc3O/C(=C/1)c2ccc(O)c(OC)c2)C\C=C(/C)CC\C=C(/C)C,Cannflavin A,Active,Leishmania,,,,4.5,,,,,,,436.497,Cannabis sativa,C26H28O6,flavonoid,,natural,"10.1021/cr400552x

",165,
2927,C[C@H]4[C@H](O)[C@@H](CO)O[C@H]5Oc3cc2oc(c1ccc(O)c(O)c1)cc(=O)c2c(O)c3C[C@@]6(C)O[C@@H](O[C@H]45)[C@H](O)[C@H](O)[C@H]6O,luteolin-7-O-beta- D -glucopyranoside,Active,Leishmania,,,,1.1,,,,,,,604.561,,C29H32O14,flavonoid,,natural,"10.1021/cr400552x

",166,
2928,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)OC)O)CO)O)O)O)O)O
",chrysoeriol-7-O-beta- D -glucopyranoside,Active,Leishmania,,,,4.1,,,,,,,608.549,,C28H32O15,flavonoid,,natural,"10.1021/cr400552x

",167,
2929,c1cc(ccc1[C@@H]2CC(=O)c3c(cc(cc3O2)O)O)O,naringenin,Active,Leishmania,,,,5,,,,,,,272.253,,C15H12O5,flavonoid,"flavanone
",natural,"10.1021/cr400552x

",168,
2930,Cc1c(cc(c2c1OC(CC2=O)c3ccccc3)OC)OC,"5,7-dimethoxy-8-methylflavanone  

",Active,Leishmania,,2.5,,,,,,,,,298.333,,C18H18O4,flavonoid,,natural,"10.1021/cr400552x


",169,
2931,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,gallocatechingallate,Active,Leishmania,,,,8.9,,,,,,,458.375,,C22H18O11,flavonoid,,natural,"10.1021/cr400552x

",170,
2932,CC(=CCC/C(=C/CC1=C(C=C2C(=C1O)C(=O)CC(O2)C3=CC(=C(C=C3)O)O)O)/C)C,diplacone,Active,Leishmania,,,,4.8,,,,,,,424.4862,Mimulus bigelovii,C25H28O6,flavonoid,C6-geranyl flavanone diplacone,natural,10.1021/cr400552x,171,
2933,"CC(=CCC/C(=C/CC1=C(C=C2C(=C1O)C(=O)C[C@H](O2)C3=CC(=C(C=C3)O)OC)O)/C)C
",3-O-methyldiplacone,Active,Leishmania,,,,[4.8-7.5],,,,,,,438.52,,C26H30O6,flavonoid,C6-geranyl flavanone diplacone,natural,"10.1021/cr400552x

",172,
2934,"CC(=CCC/C(=C/CC1=C(C=C2C(=C1O)C(=O)CC(O2)C3=CC(=C(C=C3)OC)O)O)/C)C
",4-O-methyldiplacone,Active,Leishmania,,,,[4.8-7.5],,,,,,,438.52,,C26H30O6,flavonoid,C6-geranyl flavanone,natural,"10.1021/cr400552x

",173,
2935,CC(=CCC/C(=C/Cc1c(cc2c(c1O)C(=O)[C@@H]([C@H](O2)c3ccc(c(c3)OC)O)O)O)/C)C,3-O-methyldiplacol,Active,Leishmania,,,,[4.8-7.5],,,,,,,454.519,,C26H30O7,flavonoid,C6-geranyl flavanone,natural,"10.1021/cr400552x

",174,
2936,COc1ccc(cc1)c2coc3cc(cc(c3c2=O)O)O,biochanin A,Active,Leishmania,,,,18.96,,,,,,,284.263,Cassia fistula,C16H12O5,flavonoid,isoflavone,natural,"10.1021/cr400552x

",175,
2937,COc1ccc(cc1)c2coc3cc(cc(c3c2=O)O)O,biochanin A,Active,Leishmania,,,,2.5,,,,,,,284.263,Cassia fistula,C16H12O5,flavonoid,isoflavone,natural,"10.1021/cr400552x

",175,
2938,c1cc(ccc1c2coc3cc(cc(c3c2=O)O)O)O,Genistein,Active,Leishmania,,,,8,,,,,,,270.237,Cassia fistula,C15H10O5,flavonoid,isoflavone,natural,"10.1021/cr400552x

",176,
2939,CC(C)=CCc1c(O)c(O)ccc1C1=COc2cc(O)cc(O)c2C1=O,"5,7,3,4-tetrahydroxy-2-(3,3-dimethylallyl)isoflavone",Active,Leishmania,,13,,,,,,,,,354.358,Psorothamnus arborescens,C20H18O6,flavonoid,isoflavone,natural,"10.1021/cr400552x

",177,
2940,CC4(C)CCc3c(c2coc1cc(O)cc(O)c1c2=O)ccc(O)c3O4,"2-(2-hydroxy-4,5-
methylenedioxyphenyl)-6-methoxybenzofuran-3-carbaldehyde
",Active,Leishmania,,38.4,,,,,,,,,354.358,Psorothamnus arborescens,C20H18O6,flavonoid,isoflavone,natural,"10.1021/cr400552x

",178,
2941,"C1C2C(C3=C(O1)C(=C(C=C3)O)O)OC4=CC5=C(C=C24)OCO5
",4-hydroxymaackiain,Active,Leishmania,,37.3,,,,,,,,,300.266,Psorothamnus arborescens,C16H12O6,flavonoid,isoflavone,natural,10.1021/cr400552x,179,
2942,COc1cc4c(cc1O)OC[C@@H](c3cc2OCOc2cc3O)[C@@H]4O,"isoflavan-4-ol, pumilanol",Active,Leishmania,,,,17.2,,,,,,,332.308,Tephrosia pumila,C17H16O7,flafonoid,isoflavone,natural,10.1021/cr400552x,180,
