,ID_compound,SMILES,Common Name,Biological Activity,Pathogen,Category,IC50 (µM),IC50(µg/ml),% Inhibition,Tested at [C],Molecular Weight,Formula,Reference,PUBCHEM_CID
3656,3657,CCCCOCC1CC(C(=O)O1)CC#CCN2CCCCC2.C(=O)(C(=O)O)O,,Inactive,Leishmania,Extracellular,,,19.14,83.3 µM,397.47,C20H31NO7,AID_1063,16192714.0
3657,3658,C1C(OC2=CC=CC=C2O1)C(=O)NCCOC(=O)C3COC4=CC=CC=C4O3,,Inactive,Leishmania,Extracellular,,,-7.1,83.3 µM,385.37,C20H19NO7,AID_1063,3145410.0
3658,3659,CCCCC(=O)NS(=O)(=O)C1=CC=C(C=C1)NS(=O)(=O)C,,Inactive,Leishmania,Extracellular,,,1.18,83.3 µM,334.42,C12H18N2O5S2,AID_1063,4016542.0
3659,3660,CC1=NC(=NC=C1)NC(=O)C2=C(C=C(C=C2)Cl)Cl,,Inactive,Leishmania,Extracellular,,,-4.32,83.3 µM,282.13,C12H9Cl2N3O,AID_1063,849145.0
3660,3661,CC(C)C1=CC=C(C=C1)C2C(CCC(=O)N2)[N+](=O)[O-],,Inactive,Leishmania,Extracellular,,,-3.17,83.3 µM,262.31,C14H18N2O3,AID_1063,2936966.0
3661,3662,CC1=CC=C(C=C1)S(=O)(=O)NNC(=S)NC2=CC=CC=C2,,Inactive,Leishmania,Extracellular,,,-4.27,83.3 µM,321.43,C14H15N3O2S2,AID_1063,736888.0
3662,3663,COC1=CC=C(C=C1)/C=N/OCC(=O)NC2=NC3=CC=CC=C3S2,,Inactive,Leishmania,Extracellular,,,-4.58,83.3 µM,341.39,C17H15N3O3S,AID_1063,6880048.0
3663,3664,CCOC(=O)C1=C(SC(=C1C)C)NC(=O)CN2CCN(CC2)C3=CC=C(C=C3)Cl,,Inactive,Leishmania,Extracellular,,,2.76,83.3 µM,435.98,C21H26ClN3O3S,AID_1063,1443653.0
3664,3665,CCN1C(=NN=C1SC)C2=NN=C(N2CC)SC,,Inactive,Leishmania,Extracellular,,,-4.78,83.3 µM,284.41,C10H16N6S2,AID_1063,975853.0
3665,3666,COC1=CC=C(C=C1)C(=O)NC2(C3=C(NC2=O)N(C(=O)NC3=O)CCC4=CC(=C(C=C4)OC)OC)C(F)(F)F,,Inactive,Leishmania,Extracellular,,,-3.99,83.3 µM,548.47,C25H23F3N4O7,AID_1063,5157172.0
3666,3667,COC1=CC(=C(C=C1)NC(=O)C2CCCCN2S(=O)(=O)C3=CC=C(C=C3)F)OC,,Inactive,Leishmania,Extracellular,,,11.8,83.3 µM,422.48,C20H23FN2O5S,AID_1063,3242199.0
3667,3668,CC1=CC=C(C=C1)C23CC4CC(C2)CC(C4)(C3)C(=O)NCC(=O)OC,,Inactive,Leishmania,Extracellular,,,-0.84,83.3 µM,341.45,C21H27NO3,AID_1063,2929678.0
3668,3669,CN1C=CN=C1SCC2=CC(=O)NC3=CC=CC=C32,,Inactive,Leishmania,Extracellular,,,-5.36,83.3 µM,271.35,C14H13N3OS,AID_1063,1250728.0
3669,3670,CCN1C2=CC=CC=C2N=C1N,,Inactive,Leishmania,Extracellular,,,28.82,83.3 µM,161.21,C9H11N3,AID_1063,595193.0
3670,3671,CC1=CC(=CC=C1)NC(=O)N2CCC(CC2)N3C4=C(C=C(C=C4)C)N=N3,,Inactive,Leishmania,Extracellular,,,1.57,83.3 µM,349.44,C20H23N5O,AID_1063,1469706.0
3671,3672,C/C(=C(/C#N)\C(=O)CSC1=NN=C(O1)C2=CC3=C(C=C2)OCO3)/N,,Inactive,Leishmania,Extracellular,,,-1.35,83.3 µM,344.35,C15H12N4O4S,AID_1063,6114997.0
3672,3673,CC(C1=CC=CC=C1)N2C(=O)C3C4CCC(C4)C3C2=O,,Inactive,Leishmania,Extracellular,,,-3.22,83.3 µM,269.34,C17H19NO2,AID_1063,2932919.0
3673,3674,C1=CC(=CC(=C1)N2C(=NNC2=S)C3=NC=CN=C3)C(=O)O,,Inactive,Leishmania,Extracellular,,,-7.23,83.3 µM,299.32,C13H9N5O2S,AID_1063,1846091.0
3674,3675,CCOC(=O)CC1=NN=C(S1)NC(=O)COC2=CC=C(C=C2)OC,,Inactive,Leishmania,Extracellular,,,0.18,83.3 µM,351.38,C15H17N3O5S,AID_1063,1400074.0
3675,3676,COC1=CC=CC(=C1)N2C(=NN=C2SCC3=CC(=CC=C3)C(F)(F)F)CC4=CC(=O)NC(=O)N4,,Inactive,Leishmania,Extracellular,,,-4.14,83.3 µM,489.48,C22H18F3N5O3S,AID_1063,3594585.0
3676,3677,C1=CC=C(C(=C1)CSCCC(=O)NCC2=CC=CS2)Cl,,Inactive,Leishmania,Extracellular,,,-8.09,83.3 µM,325.89,C15H16ClNOS2,AID_1063,4988112.0
3677,3678,CC1=CC=C(C=C1)NC2=NC(=CS2)COC(=O)C3CC3,,Inactive,Leishmania,Extracellular,,,-5.74,83.3 µM,288.37,C15H16N2O2S,AID_1063,2129418.0
3678,3679,CCOC(=O)CC(C)(C)/C(=N/NC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])/C,,Inactive,Leishmania,Extracellular,,,3.21,83.3 µM,352.35,C15H20N4O6,AID_1063,9599550.0
3679,3680,COC1=CC=C(C=C1)C(=O)NCC2=NN=C(O2)SCC(=O)N3CCCCC3,,Inactive,Leishmania,Extracellular,,,6.94,83.3 µM,390.46,C18H22N4O4S,AID_1063,4140680.0
3680,3681,C1CCN(CC1)S(=O)(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCOCC3,,Inactive,Leishmania,Extracellular,,,5.15,83.3 µM,374.48,C15H22N2O5S2,AID_1063,1456422.0
3681,3682,CCS(=O)(=O)N1CCCC(C1)C(=O)NC2CCC(CC2)C,,Inactive,Leishmania,Extracellular,,,-2.21,83.3 µM,316.47,C15H28N2O3S,AID_1063,3238187.0
3682,3683,CC1=NNC(=O)C1CCC(=O)N/N=C\C2=CC=CC=C2[N+](=O)[O-],,Inactive,Leishmania,Extracellular,,,-6.04,83.3 µM,317.3,C14H15N5O4,AID_1063,5919957.0
3683,3684,CCN1C2=C(C=C(C=C2)C(=O)OCC)N=C1COC3=CC4=CC=CC=C4C=C3,,Inactive,Leishmania,Extracellular,,,-0.07,83.3 µM,374.44,C23H22N2O3,AID_1063,5049740.0
3684,3685,CCN(CC)CCNC(=O)CS(=O)CC1=C(OC(=N1)C2=CC=C(C=C2)C)C,,Inactive,Leishmania,Extracellular,,,8.3,83.3 µM,391.54,C20H29N3O3S,AID_1063,3243327.0
3685,3686,COC1=C(C=C(C=C1)CCNC(=O)CSC2=NN=NN2C3=CC(=C(C=C3)OC)OC)OC,,Inactive,Leishmania,Extracellular,,,-5.43,83.3 µM,459.53,C21H25N5O5S,AID_1063,1175635.0
3686,3687,C1CCC(=C(C#N)C2=NC(=CS2)C3=CC4=CC=CC=C4OC3=O)C1,,Inactive,Leishmania,Extracellular,,,-4.04,83.3 µM,334.4,C19H14N2O2S,AID_1063,717089.0
3687,3688,COC(=O)NCC(C1=CN=CC=C1)N2CCOCC2,,Inactive,Leishmania,Extracellular,,,-10.95,83.3 µM,265.31,C13H19N3O3,AID_1063,5310569.0
3688,3689,C1CSC2=NC(=C(C(=O)N21)C(C3=CC=CC4=CC=CC=C43)C5=C(N=C6N(C5=O)CCS6)O)O,,Inactive,Leishmania,Extracellular,,,-2.36,83.3 µM,478.56,C23H18N4O4S2,AID_1063,135491581.0
3689,3690,CC1=NN(C(=O)C1C(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,-20.49,83.3 µM,368.3,C17H12N4O6,AID_1063,3891085.0
3690,3691,COC1=C(C2=C(C=C1)C=C(SC2=O)C(=O)NCC(=O)O)OC,,Inactive,Leishmania,Extracellular,,,-3.47,83.3 µM,323.33,C14H13NO6S,AID_1063,700001.0
3691,3692,CCCCCCCC1=NC2=C(O1)C3=CC=CC=C3N(C2=O)C,,Inactive,Leishmania,Extracellular,,,-2.32,83.3 µM,298.39,C18H22N2O2,AID_1063,4625749.0
3692,3693,COC1=C(C(=NC=C1)OC2=CC=C(C=C2)F)C#N,,Inactive,Leishmania,Extracellular,,,-3.21,83.3 µM,244.22,C13H9FN2O2,AID_1063,1484341.0
3693,3694,C1C2C3C(C1C(C2OC3=O)Cl)C(=O)O,,Inactive,Leishmania,Extracellular,,,-6.33,83.3 µM,216.62,C9H9ClO4,AID_1063,3390011.0
3694,3695,COC1=CC=C(C=C1)C2=CC=C(N2CC3=CC=CO3)CCC(=O)O,,Inactive,Leishmania,Extracellular,,,-4.82,83.3 µM,325.36,C19H19NO4,AID_1063,893522.0
3695,3696,C1=CC=C(C=C1)C(C(=O)NC2=CC(=CC(=C2)Cl)Cl)NCCO,,Inactive,Leishmania,Extracellular,,,-6.11,83.3 µM,339.22,C16H16Cl2N2O2,AID_1063,4000895.0
3696,3697,C1CC1C2=NC3=CC=CC=C3N2CC4CC4(Cl)Cl,,Inactive,Leishmania,Extracellular,,,15.78,83.3 µM,281.19,C14H14Cl2N2,AID_1063,3160720.0
3697,3698,C1=COC(=C1)C2=NN=C(C=C2)SCC3=CC=C(C=C3)F,,Inactive,Leishmania,Extracellular,,,-0.43,83.3 µM,286.33,C15H11FN2OS,AID_1063,7207098.0
3698,3699,CC(=O)N(C1=CC(=NN1S(=O)(=O)C2=CC=C(C=C2)OC)OC(=O)C)C(=O)C,,Inactive,Leishmania,Extracellular,,,-5.16,83.3 µM,395.39,C16H17N3O7S,AID_1063,11834384.0
3699,3700,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)C#N,,Inactive,Leishmania,Extracellular,,,4.56,83.3 µM,357.44,C18H19N3O3S,AID_1063,3241048.0
3700,3701,CCN1CCC2=C(C1)SC(=N2)NC(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,12.91,83.3 µM,377.51,C22H23N3OS,AID_1063,2464292.0
3701,3702,CC(=O)C1=C(C2=CC=CC=C2N1C)OC(=O)C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,-11.98,83.3 µM,293.32,C18H15NO3,AID_1063,947463.0
3702,3703,CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,,Inactive,Leishmania,Extracellular,,,36.72,83.3 µM,404.49,C20H24N2O5S,AID_1063,3965500.0
3703,3704,COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)OCC(=O)O,,Inactive,Leishmania,Extracellular,,,-3.21,83.3 µM,326.3,C18H14O6,AID_1063,735115.0
3704,3705,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC(C)(C)CO,,Inactive,Leishmania,Extracellular,,,-7.3,83.3 µM,343.21,C15H16Cl2N2O3,AID_1063,700610.0
3705,3706,CC1=NN(C2=C1C=C(S2)C(=O)N3CCC4=CC=CC=C4C3)C5=CC=CC=C5,,Inactive,Leishmania,Extracellular,,,-1.99,83.3 µM,373.48,C22H19N3OS,AID_1063,2335288.0
3706,3707,CCCN(CCC)C(=O)COC1=CC(=O)N(C2=CC=CC=C21)CC,,Inactive,Leishmania,Extracellular,,,-7.75,83.3 µM,330.43,C19H26N2O3,AID_1063,5309223.0
3707,3708,C1=CC=C(C=C1)N2C(=NNC2=S)C3=NC4=CC=CC=C4C=C3,,Inactive,Leishmania,Extracellular,,,-0.04,83.3 µM,304.38,C17H12N4S,AID_1063,891988.0
3708,3709,CC1=CC2=C(C(=N1)SCC(=O)NCC3=CC=C(C=C3)Cl)C(=O)OC2,,Inactive,Leishmania,Extracellular,,,-0.35,83.3 µM,362.84,C17H15ClN2O3S,AID_1063,1509236.0
3709,3710,CC1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(=O)N(C)C3CCS(=O)(=O)C3,,Inactive,Leishmania,Extracellular,,,-5.11,83.3 µM,414.55,C18H26N2O5S2,AID_1063,2953396.0
3710,3711,CCOC(=O)C1=C2CCCN2C3=C1C=C(C=C3)OC(=O)C,,Inactive,Leishmania,Extracellular,,,-4.96,83.3 µM,287.32,C16H17NO4,AID_1063,780036.0
3711,3712,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N=NN2CCCCC2,,Inactive,Leishmania,Extracellular,,,46.74,83.3 µM,310.38,C13H18N4O3S,AID_1063,838268.0
3712,3713,COCCCNC(=S)N1CCC(CC1)C(=O)C2=CC3=C(C=C2)OCCO3,,Inactive,Leishmania,Extracellular,,,-5.88,83.3 µM,378.49,C19H26N2O4S,AID_1063,3223574.0
3713,3714,C1=NC(=NN1CC(=O)NCCO)[N+](=O)[O-],,Inactive,Leishmania,Extracellular,,,-8.38,83.3 µM,215.17,C6H9N5O4,AID_1063,113639.0
3714,3715,COC1=CC=C(C=C1)N2C(=O)CC(C2=O)N3CCC(CC3)(C4=CC(=CC=C4)C(F)(F)F)O,,Inactive,Leishmania,Extracellular,,,3.36,83.3 µM,448.44,C23H23F3N2O4,AID_1063,661745.0
3715,3716,CC1=C(C(=O)NC(=O)N1)S(=O)(=O)N2CCCC(C2)C(=O)NCCC3=CCCCC3,,Inactive,Leishmania,Extracellular,,,-0.52,83.3 µM,424.52,C19H28N4O5S,AID_1063,16193986.0
3716,3717,CCN\1C(=CS/C1=C(\C#N)/C2=NN=C3N2CCCCC3)C4=CC=C(C=C4)OCC.Br,,Inactive,Leishmania,Extracellular,,,3.91,83.3 µM,488.46,C22H26BrN5OS,AID_1063,6603272.0
3717,3718,CC1=CC=CC=C1N2C(=C(C(=N2)CSC3=NC4=CC=CC=C4N3)C5=CC=CC=C5)N,,Inactive,Leishmania,Extracellular,,,18.54,83.3 µM,411.53,C24H21N5S,AID_1063,2391340.0
3718,3719,CCOC(=O)N1CC=C2[C@H](C1)[C@H](C(C(=C2C#N)N)(C#N)C#N)C3=CC=CS3,,Inactive,Leishmania,Extracellular,,,42.19,83.3 µM,379.44,C19H17N5O2S,AID_1063,658037.0
3719,3720,C1=CC=C(C(=C1)C2=NN=C3N2N=C(S3)C4=CC=CO4)Cl,,Inactive,Leishmania,Extracellular,,,4.92,83.3 µM,302.75,C13H7ClN4OS,AID_1063,662518.0
3720,3721,CC1=C(SC=C1)C(=O)OCC2=NC3=CC=CC=C3C(=O)N2,,Inactive,Leishmania,Extracellular,,,-0.26,83.3 µM,300.34,C15H12N2O3S,AID_1063,135481506.0
3721,3722,CCOC(=O)C1=CC(=CC=C1)NC(=O)CCN2C3=CC=CC=C3N=N2,,Inactive,Leishmania,Extracellular,,,-4.71,83.3 µM,338.37,C18H18N4O3,AID_1063,645409.0
3722,3723,CCC(=O)NC(C)C(C1=CC=CS1)N2CCOCC2,,Inactive,Leishmania,Extracellular,,,-4.5,83.3 µM,282.41,C14H22N2O2S,AID_1063,3245518.0
3723,3724,CN(C)C1=NC(=CC(=O)N1)C(F)(F)F,,Inactive,Leishmania,Extracellular,,,-6.74,83.3 µM,207.16,C7H8F3N3O,AID_1063,135472882.0
3724,3725,CC1=NN(C(=C1N=NC2=CC=CC=C2)N)C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,7.9,83.3 µM,277.33,C16H15N5,AID_1063,3112358.0
3725,3726,CCCOC1=CC=C(C=C1)/C(=C/2\C(N(C(=O)C2=O)C3=NOC(=C3)C)C4=CC=C(C=C4)C(=O)OC)/O,,Inactive,Leishmania,Extracellular,,,-9.79,83.3 µM,476.48,C26H24N2O7,AID_1063,5389406.0
3726,3727,CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)N(C2=CC=CC=C2)C(C3=CC=CO3)C(=O)NCC4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,1.83,83.3 µM,517.61,C28H27N3O5S,AID_1063,3214300.0
3727,3728,CC1=C(C(=NO1)C)C(=O)NC2=NOC=C2,,Inactive,Leishmania,Extracellular,,,-5.71,83.3 µM,207.19,C9H9N3O3,AID_1063,1246767.0
3728,3729,CN1C(=NN=N1)SCC(=O)NC2=CC=C(C=C2)OC,,Inactive,Leishmania,Extracellular,,,-6.01,83.3 µM,279.32,C11H13N5O2S,AID_1063,847552.0
3729,3730,CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=CC=C2/C=N/NC(=S)N,,Inactive,Leishmania,Extracellular,,,-3.2,83.3 µM,349.44,C15H15N3O3S2,AID_1063,9593980.0
3730,3731,CC1=CC=CC=C1NC(=O)C2=C(N=CO2)C,,Inactive,Leishmania,Extracellular,,,-9.31,83.3 µM,216.24,C12H12N2O2,AID_1063,5307543.0
3731,3732,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C3=NC4=CC=CC=C4N=C3,,Inactive,Leishmania,Extracellular,,,-1.58,83.3 µM,382.42,C23H18N4O2,AID_1063,2221462.0
3732,3733,CN1C(=NN=C1SCC(=O)NC2=CC=CC=C2C(=O)OC)C3=CC=C(C=C3)OC,,Inactive,Leishmania,Extracellular,,,-1.79,83.3 µM,412.47,C20H20N4O4S,AID_1063,1124016.0
3733,3734,COC1=C(C=C(C=C1)CCNC(=O)CCN2C3=CC=CC=C3OC2=O)OC,,Inactive,Leishmania,Extracellular,,,-1.11,83.3 µM,370.4,C20H22N2O5,AID_1063,5310273.0
3734,3735,CC1=NNC(=O)C1CC(=O)N/N=C/C2=C(C(=CC=C2)OC)O,,Inactive,Leishmania,Extracellular,,,-11.32,83.3 µM,304.31,C14H16N4O4,AID_1063,135438957.0
3735,3736,CC(=O)N1CCN(CC1)C(=S)C2=CC=C(C=C2)N(C)C,,Inactive,Leishmania,Extracellular,,,-8.16,83.3 µM,291.42,C15H21N3OS,AID_1063,2919076.0
3736,3737,COC1=CC=CC(=C1)C2(CCN(CC2)C(=O)C3CCC3)O,,Inactive,Leishmania,Extracellular,,,-4.78,83.3 µM,289.38,C17H23NO3,AID_1063,653764.0
3737,3738,C1=CC=C(C=C1)CCC2=C(C(=CC(=N2)CO)CO)O.Cl,,Inactive,Leishmania,Extracellular,,,-0.75,83.3 µM,295.77,C15H18ClNO3,AID_1063,6603151.0
3738,3739,COC1=CC=C(C=C1)CCNC(=O)C2CC(=NO2)C3=C(C=CC=C3Cl)Cl,,Inactive,Leishmania,Extracellular,,,1.31,83.3 µM,393.27,C19H18Cl2N2O3,AID_1063,11958544.0
3739,3740,CC#CCCC1=NC2=CC=CC=C2C(=O)N1N,,Inactive,Leishmania,Extracellular,,,-6.54,83.3 µM,227.27,C13H13N3O,AID_1063,4536746.0
3740,3741,C/C(=N/NC1=NC(=CS1)C2=CC=C(C=C2)Cl)/C3=CC=CS3,,Inactive,Leishmania,Extracellular,,,-4.22,83.3 µM,333.87,C15H12ClN3S2,AID_1063,6385098.0
3741,3742,CCCC1=NN=C(S1)NC(=O)CNC2=CC=C(C=C2)F,,Inactive,Leishmania,Extracellular,,,3.79,83.3 µM,294.36,C13H15FN4OS,AID_1063,1361150.0
3742,3743,CC1=CC(=C2C3=C(C(=CC(=O)N3)O)SC2=N1)C(F)(F)F,,Inactive,Leishmania,Extracellular,,,-2.68,83.3 µM,300.26,C12H7F3N2O2S,AID_1063,54703200.0
3743,3744,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3N4C2=NN=C4,,Inactive,Leishmania,Extracellular,,,7.08,83.3 µM,262.27,C15H10N4O,AID_1063,2363388.0
3744,3745,CC1=C(C=CC=C1[N+](=O)[O-])C(=O)NC2=CC=CC=C2C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,-0.37,83.3 µM,332.36,C20H16N2O3,AID_1063,779704.0
3745,3746,CC1=C(C(=CC=C1)NC(=O)CSC2=NN=C(C=C2)C3=CC=CC=N3)C,,Inactive,Leishmania,Extracellular,,,-10.02,83.3 µM,350.45,C19H18N4OS,AID_1063,7207341.0
3746,3747,CCN1C(=O)C2=C(CC(S2)C)N=C1SCC(=O)NC3=CC4=C(C=C3)OCCO4,,Inactive,Leishmania,Extracellular,,,11.8,83.3 µM,419.53,C19H21N3O4S2,AID_1063,3239791.0
3747,3748,CC1CN(CC(O1)C)C2=NN3C(=NC4=CC=CC=C4C3=O)C5=CC=CC=C52,,Inactive,Leishmania,Extracellular,,,33.45,83.3 µM,360.42,C21H20N4O2,AID_1063,2998099.0
3748,3749,CS(=O)(=O)CCC(C(=O)OCC1=CC=C(C=C1)Br)N2C(=O)C3=CC=CC=C3C2=O,,Inactive,Leishmania,Extracellular,,,-7.92,83.3 µM,480.34,C20H18BrNO6S,AID_1063,2940560.0
3749,3750,CC1=CC(=NO1)NC(=O)CSC2=CC3=CC=CC=C3C=C2,,Inactive,Leishmania,Extracellular,,,1.34,83.3 µM,298.37,C16H14N2O2S,AID_1063,2347537.0
3750,3751,CC1=C(C(=CC=C1)NC(=O)CSC2=NN=C(O2)[C@@H]3CCCN3C(=O)OC(C)(C)C)C,,Inactive,Leishmania,Extracellular,,,11.46,83.3 µM,432.55,C21H28N4O4S,AID_1063,665571.0
3751,3752,C1=CC(=CC=C1CC(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CC=NC=C4)Cl,,Inactive,Leishmania,Extracellular,,,3.45,83.3 µM,363.8,C20H14ClN3O2,AID_1063,1069526.0
3752,3753,CC1=C(C=C(C=C1)S(=O)(=O)N(C)C)NC(=S)NC(=O)C23CC4CC(C2)CC(C4)C3,,Inactive,Leishmania,Extracellular,,,-4.81,83.3 µM,435.62,C21H29N3O3S2,AID_1063,3480922.0
3753,3754,CC1=C(SC2=NC=NC(=C12)N[C@@H](CCSC)C(=O)O)C,,Inactive,Leishmania,Extracellular,,,-7.15,83.3 µM,311.43,C13H17N3O2S2,AID_1063,1600287.0
3754,3755,C1CN(CCN1C2=C(C=C(C=C2)C(=O)N)[N+](=O)[O-])S(=O)(=O)C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,-5.32,83.3 µM,390.42,C17H18N4O5S,AID_1063,4673522.0
3755,3756,COC1=CC=CC=C1NC(=S)N(CC2=CC=CC=C2)CC3=CC=CS3,,Inactive,Leishmania,Extracellular,,,-3.09,83.3 µM,368.53,C20H20N2OS2,AID_1063,4283303.0
3756,3757,CC(C(=O)NC1CCCC1)N(CC2=CC3=C(C=C2)OCO3)C(=O)C4=C(C(=NS4)C(=O)N)N,,Inactive,Leishmania,Extracellular,,,-1.96,83.3 µM,459.53,C21H25N5O5S,AID_1063,655802.0
3757,3758,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=CC=C(C=C4)S(=O)(=O)N,,Inactive,Leishmania,Extracellular,,,-5.7,83.3 µM,507.59,C25H21N3O5S2,AID_1063,1789702.0
3758,3759,COC1=CC=C(C=C1)C2=NN=C(N2C3=CC=C(C=C3)Cl)SCC(=O)C4=CC=CS4,,Inactive,Leishmania,Extracellular,,,9.03,83.3 µM,441.96,C21H16ClN3O2S2,AID_1063,991310.0
3759,3760,COC(=O)C1=CC(=C(C=C1)C(=O)OC)NC(=O)CSCC2=CC=C(C=C2)Br,,Inactive,Leishmania,Extracellular,,,-3.73,83.3 µM,452.33,C19H18BrNO5S,AID_1063,2234665.0
3760,3761,CCCC(C1=NN=NN1CC2=CC=C(C=C2)OC)N3CCN(CC3)C4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,43.07,83.3 µM,406.53,C23H30N6O,AID_1063,651378.0
3761,3762,CCOC1=C(C=C(C=C1)C)S(=O)(=O)N2C(=CC(=N2)C)C,,Inactive,Leishmania,Extracellular,,,5.37,83.3 µM,294.38,C14H18N2O3S,AID_1063,850119.0
3762,3763,C1=CC=C(C=C1)CC(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CC=NC=C4,,Inactive,Leishmania,Extracellular,,,-8.36,83.3 µM,329.36,C20H15N3O2,AID_1063,649646.0
3763,3764,C1CC(=O)N(C1=O)C2=CC=C(C=C2)OC(=O)CC3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,-0.9,83.3 µM,309.32,C18H15NO4,AID_1063,804401.0
3764,3765,CN(CC(=O)N1CCCC1)S(=O)(=O)C2=CC3=CC=CC=C3C=C2,,Inactive,Leishmania,Extracellular,,,-4.34,83.3 µM,332.42,C17H20N2O3S,AID_1063,970354.0
3765,3766,COC1=CC=C(C=C1)C\2=NN(C(=O)/C2=C\C3=CC(=C(C=C3)O)OC)C4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,-2.57,83.3 µM,400.43,C24H20N2O4,AID_1063,135433184.0
3766,3767,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)N3CCCCC3,,Inactive,Leishmania,Extracellular,,,-3.61,83.3 µM,387.53,C16H25N3O4S2,AID_1063,1091475.0
3767,3768,C1CC2=CC=CC=C2N(C1)C(=O)COC(=O)C3=CC(=CC=C3)S(=O)(=O)N4CCC5=CC=CC=C54,,Inactive,Leishmania,Extracellular,,,-3.47,83.3 µM,476.55,C26H24N2O5S,AID_1063,2334423.0
3768,3769,C1=CC=C(C(=C1)CN2C3=CC=CC=C3C(=CC2=O)O)Cl,,Inactive,Leishmania,Extracellular,,,-6.52,83.3 µM,285.73,C16H12ClNO2,AID_1063,54679720.0
3769,3770,CN1C2=C(N=C1NCCCO)N(C(=O)N(C2=O)CC3=CC=CC=C3F)C,,Inactive,Leishmania,Extracellular,,,-3.73,83.3 µM,361.38,C17H20FN5O3,AID_1063,657880.0
3770,3771,CCOC(=O)N1CCN(CC1)S(=O)(=O)C2=CC(=C(C=C2)F)C(=O)NC3=CC=C(C=C3)C(C)C,,Inactive,Leishmania,Extracellular,,,7.87,83.3 µM,477.56,C23H28FN3O5S,AID_1063,9551042.0
3771,3772,C1CN(CCN1C2=CC=CC=C2)/N=C/C=C\C3=CC=CC=C3[N+](=O)[O-],,Inactive,Leishmania,Extracellular,,,-7.28,83.3 µM,336.4,C19H20N4O2,AID_1063,6879346.0
3772,3773,COC1=CC=C(C=C1)NC2=C(N=C(O2)C3=CC=CO3)S(=O)(=O)C4=CC=C(C=C4)F,,Inactive,Leishmania,Extracellular,,,-0.51,83.3 µM,414.41,C20H15FN2O5S,AID_1063,1034453.0
3773,3774,C1=CC(=CC=C1C(F)(F)F)NC(=S)NC(=O)C2=CSN=N2,,Inactive,Leishmania,Extracellular,,,-2.18,83.3 µM,332.33,C11H7F3N4OS2,AID_1063,1475499.0
3774,3775,CC1=CC=CC=C1NC2=NC(=CS2)CSC3=NN=C(N3C)C4=C(OC=C4)C,,Inactive,Leishmania,Extracellular,,,13.15,83.3 µM,397.53,C19H19N5OS2,AID_1063,2525769.0
3775,3776,CCN1C(=NN(C1=S)CC(=O)NC2=CC=CC=C2OC)C3=CC=CC=C3Cl,,Inactive,Leishmania,Extracellular,,,-2.17,83.3 µM,402.91,C19H19ClN4O2S,AID_1063,988924.0
3776,3777,CC(=O)OC1=CC=C(C=C1)/C=N/NC(=O)C2CCCN2S(=O)(=O)C3=CC=C(C=C3)Cl,,Inactive,Leishmania,Extracellular,,,5.77,83.3 µM,449.92,C20H20ClN3O5S,AID_1063,49849268.0
3777,3778,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCC4=CC=CC=C43,,Inactive,Leishmania,Extracellular,,,-1.96,83.3 µM,499.57,C23H21N3O6S2,AID_1063,2449571.0
3778,3779,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N=CC3=C(N(C(=O)NC3=O)C4=CC=C(C=C4)Cl)O,,Inactive,Leishmania,Extracellular,,,-7.71,83.3 µM,532.99,C21H17ClN6O5S2,AID_1063,3113283.0
