CompoundID,SMILES,Common name,Biological Activity,Pathogen,IC50(µM/ml) ,IC50(µg/ml),% Inhibition ,Weight,Origin,Formula,Nature,Family,Subfamily,ID_ref,References,References_
1356,C[C@]8(O)CC[C@H]7C[C@]46CN5CCCC/C=C/C[C@@](O)(/C=C(c2nccc3c1ccccc1[nH]c23)\C4CC5)[C@@H]6N7CC8,"32,33-Dihydro-31-hydroxy manzamine A
",Inactive,Leishmania,,,,552.763,marine sponge,C35H44N4O2,natural,alkaloid,,40,10.1016/j.ejmech.2014.07.006,
1357,O=C7[C@@H]1CCCCCN1[C@@H]2C8C3CCN(CCCCC/C=C/CC[C@]2(O)/C=C3/c5nccc6c4cc(O)ccc4[nH]c56)[C@@H]78,,Inactive,Leishmania,,,,580.773,marine sponge,C36H44N4O3,natural,alkaloid,,41,10.1016/j.ejmech.2014.07.006,
1358,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@]24C=C[C@@]5([C@@]3(CC[C@@H](C5)O)C)OO4)C ,Ergosterol peroxide,Active,Leishmania,4,,,428.6,Trametes versicolor,C28H44O3,natural,sterol,,1,10.3390/molecules21081045,
1359,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@]24C=C[C@@]5([C@@]3(CC[C@@H](C5)O)C)OO4)C ,Ergosterol peroxide,Active,Leishmania,13.9,,,428.6,Trametes versicolor,C28H44O3,natural,sterol,,1,10.3390/molecules21081045,
1360,[H][C@]4([C@H](C)/C=C/[C@H](C)C(C)C)CCC3/C2=C/CC1C[C@@H](O)CC[C@]1(C)C2CC[C@@]34C,"7,22-ergostadien-3β-ol",Active,Leishmania,50,,,398.675,Trametes versicolor,C28H46O,natural,sterol,,2,10.3390/molecules21081045,
1361,[H][C@]4([C@H](C)/C=C/[C@H](C)C(C)C)CCC3/C2=C/CC1C[C@@H](O)CC[C@]1(C)C2CC[C@@]34C,"7,22-ergostadien-3β-ol",Active,Leishmania,12,,,398.675,Trametes versicolor,C28H46O,natural,sterol,,2,10.3390/molecules21081045,
1362,CCCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2[C@@H](CC[C@@H](C2=O)NC(=O)[C@@H](NC1=O)CCCNC(=O)N)O)[C@@H](C)CC)C)Cc3ccc(c(c3)Br)OC)C(C)C)C,symplocamide A,Active,Leishmania,>9.5 micromol,,,1052.019,"The cyanobacterium Symploca sp. from Papua New Guinea
",C46H71BrN10O13,natural,,,14,10.1055/s-0030-1250663,
1363,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C,"artesunate 
",Active,Leishmania,>7.8,,,384.42,,C19H28O8,synthetic,,,T3.5,10.1371/journal.pone.0135556,
1364,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C,"artesunate 
",Active,Leishmania,0.35,,,384.42,,C19H28O8,synthetic,,,T3.5,10.1371/journal.pone.0135556,
1365,c1cc(oc1/C=N/N2CC(=O)NC2=O)[N+](=O)[O-],nitrofurantoine,Active,Leishmania,>41.81,,,238.157,,C8H6N4O5,synthetic,,,T3.8,10.1371/journal.pone.0135556,
1366,c1cc(oc1/C=N/N2CC(=O)NC2=O)[N+](=O)[O-],nitrofurantoine,Active,Leishmania,2.12,,,238.157,,C8H6N4O5,synthetic,,,T3.8,10.1371/journal.pone.0135556,
1367,c1cc(ccc1C(=O)N/N=C/c2ccc(o2)[N+](=O)[O-])O,nifuroxazide,Active,Leishmania,>10.86,,,275.217,,"C12H9N3O5
",synthetic,,,T3.12,10.1371/journal.pone.0135556,
1368,c1cc(ccc1C(=O)N/N=C/c2ccc(o2)[N+](=O)[O-])O,nifuroxazide,Active,Leishmania,2.83,,,275.217,,"C12H9N3O5
",synthetic,,,T3.12,10.1371/journal.pone.0135556,
1369,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)Nc(c2O)c(c3O)/C=N/N5CCN(CC5)C)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O,rifampicin,Active,Leishmania,>36.45,,,822.9402,,C43H58N4O12,synthetic,,,T3.7,10.1371/journal.pone.0135556,
1370,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)Nc(c2O)c(c3O)/C=N/N5CCN(CC5)C)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O,rifampicin,Active,Leishmania,1.53,,,822.9402,,C43H58N4O12,synthetic,,,T3.7,10.1371/journal.pone.0135556,
1371,Cc1c(c2c3c(cc(c2O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]([C@H](/C=C/O[C@@]4(C(=O)c3c1O4)C)OC)C)OC(=O)C)C)O)C)O)C)/C)O)O,rifamycin SV,Active,Leishmania,>13.87,,,697.769,,C37H47NO12,synthetic,,,T3.6,10.1371/journal.pone.0135556,
1372,Cc1c(c2c3c(cc(c2O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]([C@H](/C=C/O[C@@]4(C(=O)c3c1O4)C)OC)C)OC(=O)C)C)O)C)O)C)/C)O)O,rifamycin SV,Active,Leishmania,1.5,,,697.769,,C37H47NO12,synthetic,,,T3.6,10.1371/journal.pone.0135556,
1373,[H][C@H]2[C@@H](OC)/C1=C(OC)/C\4=C(CC1O[C@]2([H])c3ccccc3)/OC(C)(C)/C=C4,flavan,Inactive,Leishmania,,,,354.446,Lonchocarpus spp,C22H26O4,natural,flavonoid,,1,10.1016/j.phymed.2006.11.027,
1374,[H][C@]4(c1ccccc1)OC3C/C2=C(/C=C\C(C)(C)O2)\C(OC)=C3\[C@H](OC)[C@@H]4OC,flavan,Inactive,Leishmania,,,,384.472,Lonchocarpus spp,C23H28O5,natural,flavonoid,,2,10.1016/j.phymed.2006.11.027,
1375,[H][C@]4(c1ccccc1)OC3C/C2=C(/C=C\C(C)(C)O2)\C(OC)=C3\[C@H](OC)[C@@H]4O,flavan,Inactive,Leishmania,,,,370.445,Lonchocarpus spp,C22H26O5,natural,flavonoid,,3,10.1016/j.phymed.2006.11.027,
1376,COc3ccc(/C=C/C(=O)c2c(O)c1/C=C\C(C)(C)Oc1cc2OC)cc3,flavan,Inactive,Leishmania,,,,366.413,Lonchocarpus spp,C22H22O5,natural,flavonoid,,5,10.1016/j.phymed.2006.11.027,
1377,[H]C1=C([H])C(SC2=NC(OC(C)CC)=C([H])C(N)=N2)=C([H])C(Cl)=C1[H],6-(Sec-butoxy)-2-((3-chlorophenyl)thio)pyrimidin-4-amine,Active,Leishmania,29.43,,,309.814,,C14H16ClN3OS,synthetic,,,,10.1080/14756366.2016.1250755,
1378,CCP(=[Au]S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)(CC)CC,Auranofin,Active,Leishmania,9.68 ± 1.02,,,678.484,,C20H34AuO9PS,synthetic,,,A,10.1007/s00726-011-0997-9,
1379,CCP(=[Au]S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)(CC)CC,Auranofin,Active,Leishmania,15.66 ± 1.24,,,678.484,,C20H34AuO9PS,synthetic,,,A,10.1007/s00726-011-0997-9,
1380,CCP(CC)(CC)[Au]Cl,Chloro(triethylphosphoranyl)gold,Active,Leishmania,16.59 ± 1.03,,,351.585,,C6H16AuClP,synthetic,,,B,10.1007/s00726-011-0997-9,
1381,CCP(CC)(CC)[Au]Cl,Chloro(triethylphosphoranyl)gold,Active,Leishmania,17.48 ± 1.02,,,351.585,¼29.43,C6H16AuClP,synthetic,,,B,10.1007/s00726-011-0997-9,
1382,COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(=O)CO,Doxorubicin,Active,Leishmania,11.76 ± 0.11,,,543.519,,C27H29NO11,synthetic,,quinone derivative,a,10.1007/s11010-011-0762-0,
1383,COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(=O)CO,Doxorubicin,Active,Leishmania,12.02 ± 0.15,,,543.519,,C27H29NO11,synthetic,,quinone derivative,a,10.1007/s11010-011-0762-0,
1384,COC12C3NC3CN1C1=C(C2COC(N)=O)C(=O)C(N)=C(C)C1=O,Mitomycin C,Active,Leishmania,12.76 ± 0.20 ,,,334.327,,C15H18N4O5,synthetic,,quinone derivative,b,10.1007/s11010-011-0762-0,
1385,COC12C3NC3CN1C1=C(C2COC(N)=O)C(=O)C(N)=C(C)C1=O,Mitomycin C,Active,Leishmania, 11.52 ± 0.15,,,334.327,,C15H18N4O5,synthetic,,quinone derivative,b,10.1007/s11010-011-0762-0,
1386,CCC1=CC=C(C=C1)N1C(C)=C(CN2CCSCC2)C=C1C1=CC=C(SC)C=C1,d 4-((1-(4-ethylphenyl)-2-methyl-5-(4-(methylthio)phenyl)-1H-pyrrol-3-yl)methyl)thiomorpholine,Active,Leishmania,13.7,,,422.663,,C25H30N2S2,synthetic,,,1,10.1002/cmdc.201300176,
1387,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2[C@@H](C)[C@@H](O)[C@@H](OC(=O)C=CC3=CC=C(O)C=C3)C12,arbortristoside C,Active,Leishmania,,,,552.529,Nyctanthes arbortristis,C26H32O13,natural,iridoid glucoside,,,10.1016/j.jep.2011.01.044,
1388,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2[C@@H](C)[C@@H](O)[C@@H](OC(=O)C=CC3=CC=C(OC)C=C3)C12,arbortristoside A,Active,Leishmania,,,,566.556,Nyctanthes arbortristis,C27H34O13,natural,iridoid glucoside,,,10.1016/j.jep.2011.01.044 ,  10.1016/j.bmc.2013.11.048
1389,COC(=O)C1=CO[C@@H](OC2OC(CO)C(O)C(O)C2O)C2[C@@H](C)[C@@H](O)[C@@H](O)C12,6 beta-hydroxyloganin,Active,Leishmania,,,,406.384,Nyctanthes arbortristis,"C17H26O11
",natural,iridoid glucoside,,,10.1016/j.jep.2011.01.044 ,  10.1016/j.bmc.2013.11.048
1390,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,miltefosine,Inactive,Leishmania,,,,407.568,,C21H46NO4P,,,,,https://doi.org/10.1093/jac/dks275,
1391,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,Amphotericin B,Inactive,Leishmania,,,,924.079,,C47H73NO17,,,,,10.1517/14728214.2012.748036,
1392,C([C@H]([C@@H]1[C@H]2[C@@H](O[Sb](O2)(O1)(O)O[Sb]34(O[C@@H]([C@H](O3)[C@@H](CO)O)[C@@H](O4)C(=O)[O-])[O-])C(=O)[O-])O)O.O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+],Sodium Stibogluconate,Inactive,Leishmania,,,,907.88,,C12H35Na3O26Sb2,,,,,,
1393,c1cc(ccc1C(=N)N)OCCCCCOc2ccc(cc2)C(=N)N,"pentamidine

",Inactive,Leishmania,,,,340.419,,C19H24N4O2,,,,,,
1394,[H][C@@]27CO[C@]14O[C@@]3([C@]([H])(C1=O)[C@@H]2C)[C@@](C)(OC(=O)[C@]3(O)C[C@H](O)[C@@]5([H])[C@@]4([H])C[C@@H](O)[C@@]6(O)C/C=C\C(=O)[C@]56C)[C@@]([H])(CC)OC7=O,,Active,Leishmania,,,,,,,,,,,,
1395,COc5ccc(C(=O)Nc4ccc3cc2ccc(NC(=O)c1ccc(OC)cc1)cc2nc3c4)cc5,,Active,Leishmania,,,,,,,,,,,,
1396,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(c1)C(F)(F)F,,Active,Leishmania,,,,,,,,,,,,
1397,Cc4nc(c1ccccn1)nc(C3CCC(c2ccccc2)N3)c4Cl,,Active,Leishmania,,,,,,,,,,,,
1398,COc3ccc(Nc2cc(/C=C/C1/C(C)=C\CCC1(C)C)nc(N)n2)cc3,,Active,Leishmania,,,,,,,,,,,,
1399,C/C1=C/CCC(C)(C)C1/C=C/c3cc(Nc2ccc(Cl)cc2)nc(N)n3,,Active,Leishmania,,,,,,,,,,,,
1400,C/C1=C/CCC(C)(C)C1/C=C/c3cc(N2CCNCC2)nc(N)n3,,Active,Leishmania,,,,,,,,,,,,
1401,C/C1=C/CCC(C)(C)C1/C=C/c3cc(N2CCCCC2)nc(N)n3,,Active,Leishmania,,,,,,,,,,,,
1402,C/C1=C/CCC(C)(C)C1/C=C/c3cc(N2CCOCC2)nc(N)n3,,Active,Leishmania,,,,,,,,,,,,
1403,C/C1=C/CCC(C)(C)C1/C=C/c4cc(N3CCN(c2ccccc2)CC3)nc(N)n4,,Active,Leishmania,,,,,,,,,,,,
1404,COc2cc(/C=C/C1/C(C)=C\CCC1(C)C)nc(N)n2,,Active,Leishmania,,,,,,,,,,,,
1405,CCOc2cc(/C=C/C1/C(C)=C\CCC1(C)C)nc(N)n2,,Active,Leishmania,,,,,,,,,,,,
1406,CCCCOc2cc(/C=C/C1/C(C)=C\CCC1(C)C)nc(N)n2,,Active,Leishmania,,,,,,,,,,,,
1407,C/C1=C/CCC(C)(C)C1/C=C/c3cc(Nc2ccccc2)nc(N)n3,,Active,Leishmania,,,,,,,,,,,,
1408,CCCCCCCCCCCCCCCCCCOC(COCc1ccccc1)COP(=O)(OCC[N+](C)(C)C)[o-],,Active,Leishmania,,,,,,,,,,,,
1409,CCCCCCCCCCCCCCCCCCOC(COCn2cnc1ccccc12)COP(=O)(OCC[N+](C)(C)C)[o-],,Active,Leishmania,,,,,,,,,,,,
1410,CCCCCCCCCCCCCCCCCCOC(COCc1c(C)noc1C)COP(=O)(OCC[N+](C)(C)C)[o-],,Active,Leishmania,,,,,,,,,,,,
1411,C=CCCCCCCCCC/C=C\1CCC(OCCOP(=O)(OCC[N+](C)(C)C)[o-])CC1,,Active,Leishmania,,,,,,,,,,,,
1412,CCCCCCCCCCC/C=C\2CCC(OCCOP(=O)(OCCC[N+]1(C)CCCCC1)[o-])CC2,,Active,Leishmania,,,,,,,,,,,,
1413,CCCCCCCCCCCCC/C=C\1CCC(OCCOP(=O)(OCC[N+](C)(C)C)[o-])CC1,,Active,Leishmania,,,,,,,,,,,,
1414,CCCCCCCCCCCCC/C=C\2CCC(OCCOP(=O)(OCCC[N+]1(C)CCCCC1)[o-])CC2,,Active,Leishmania,,,,,,,,,,,,
1415,CCCCCCCCCCCCC/C=C\2CCC(OCCOP(=O)(OCCC[N+]1(C)CCOCC1)[o-])CC2,,Active,Leishmania,,,,,,,,,,,,
1416,CCCCCCCCCCCCCCC/C=C\2CCC(OCCOP(=O)(OCCC[N+]1(C)CCCCC1)[o-])CC2,,Active,Leishmania,,,,,,,,,,,,
1417,CCCCCCCCCCCCCCC/C=C\2CCC(OCCOP(=O)(OCCC[N+]1(C)CCOCC1)[o-])CC2,,Active,Leishmania,,,,,,,,,,,,
1418,C[N+](C)(C)CCOP(=O)(OCCCCCCCCCC/C=C/1CCCCC1)[o-],,Active,Leishmania,,,,,,,,,,,,
1419,C[N+](C)(C)CCOP(=O)(OCCC/C=C/2C1CC3CC(C1)CC2C3)[o-],,Active,Leishmania,,,,,,,,,,,,
1420,C[N+](C)(C)CCOP(=O)(OCCCCCCCCC/C=C/2C1CC3CC(C1)CC2C3)[o-],,Active,Leishmania,,,,,,,,,,,,
1421,C[N+]4(CCCOP(=O)(OCCCCCCCCC/C=C/2C1CC3CC(C1)CC2C3)[o-])CCCCC4,,Active,Leishmania,,,,,,,,,,,,
1422,[H][C@]35COC2C(=O)c1ccccc1C(=O)C2[C@@]3([H])Oc4ccccc45,,Active,Leishmania,,,,,,,,,,,,
1423,[H][C@]35COC2C(=O)c1ccccc1C(=O)C2[C@@]3([H])Oc4cc(OC)ccc45,,Active,Leishmania,,,,,,,,,,,,
1424,[H][C@]35COC2C(=O)c1ccccc1C(=O)C2[C@@]3([H])Oc4ccc(C(=O)OC)cc45,,Active,Leishmania,,,,,,,,,,,,
1425,FC(F)(F)c4ccc(CO[C@H]2CCc1ccccc1[C@@H]2n3ccnc3)c([NO2])c4,,Active,Leishmania,,,,,,,,,,,,
1426,Clc4ccc(Cl)c(CCO[C@H]2CCc1ccccc1[C@@H]2n3ccnc3)c4,,Active,Leishmania,,,,,,,,,,,,
1427,CCN5CCN(c4nc(Nc2nc(SC)cc(c1cc(C)c(OC)c(OC)c1)n2)nc(N3CCN(CC)CC3)n4)CC5,,Active,Leishmania,,,,,,,,,,,,
1428,CCN(CC)CCNc3nc(NCCN(CC)CC)nc(Nc2nc(SC)cc(c1cc(C)c(OC)c(OC)c1)n2)n3,,Active,Leishmania,,,,,,,,,,,,
1429,COc5ccc(c4cc(SC)nc(Nc3nc(N1CCN(C)CC1)nc(N2CCN(C)CC2)n3)n4)cc5OC,,Active,Leishmania,,,,,,,,,,,,
1430,COc3ccc(c2cc(SC)nc(Nc1nc(CCN)nc(CCN)n1)n2)cc3OC,,Active,Leishmania,,,,,,,,,,,,
1431,COc5ccc(c4cc(SC)nc(Nc3nc(N1CCOCC1)nc(N2CCOCC2)n3)n4)cc5OC,,Active,Leishmania,,,,,,,,,,,,
1432,O=C(CCCCCn1cc(nn1)C1=CC2=C(C=CC=N2)C=C1)N[O](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Active,Leishmania,,,,,,,,,,,,
1433,OC1=C(NC2=C(C=C(C=C2[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O)C=CC=C1,,Active,Leishmania,,,,,,,,,,,,
1434,CC(C)NC1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,,Active,Leishmania,,,,,,,,,,,,
1435,[O-][N+](=O)C1=CC(=CC(=C1N1CCOCC1)[N+]([O-])=O)C(F)(F)F,,Active,Leishmania,,,,,,,,,,,,
1436,CCCCCCCCCC[C@H](O)[C@H]3CC[C@H]([C@H]2CCC([C@H](O)CCCCCCCCCC[C@H](O)CC1=C[C@H](C)OC1=O)O2)O3,,Active,Leishmania,,,,,,,,,,,,
1437,COc4cc3C[C@H](C)[N+](Cc2ccc1cc(C)cc(OC)c1c2O)=C(C)c3c(OC)c4,,Active,Leishmania,,,,,,,,,,,,
1438,CC1=NNC2=CC=CC3=C(C=CC1=C32)OC,,Active,Leishmania,,,97.7853,,,,,,,644992,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1439,CC1=NN=C(C2=CC=CC=C12)NC3=CC=CC=N3,,Active,Leishmania,,,89.7231,,,,,,,645317,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1440,COC1=C(C=C(C=C1)C(=O)C(CN2CCOCC2)C3=CC=CC=C3)F.Cl,,Active,Leishmania,,,85.6822,,,,,,,3066411,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1441,CC1=CC(=C2C(=C1)C3=CC(=NN3C(N2)C4=CC5=C(C=C4)OCO5)C)C,,Active,Leishmania,,,76.3973,,,,,,,648825,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1442,CC1=CC2=C(C=C1)NC(N3C2=CC(=N3)C)C4=CC5=C(C=C4)OCO5,,Active,Leishmania,,,94.8003,,,,,,,652264,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1443,CN(C)CCOC1=CC=CC=C1CC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,Active,Leishmania,,,88.9302,,,,,,,298107,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1444,C[C@]12CC[C@H]([C@@]([C@@H]1CC[C@@H]3[C@@]24CC[C@@]([C@H](C3)C4)(CO)O)(C)CO)O,,Active,Leishmania,,,95.0597,,,,,,,457964,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1445,C1CCC2(CC1)N=C3C=C(C=CC3=[N+]2[O-])NC4=CC=CC=C4,,Active,Leishmania,,,66.089,,,,,,,657546,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1446,C1CC2=C(C1)N(C3=C(C2=N)CCC3)CC4=CC=CC=C4.Cl,,Active,Leishmania,,,94.4153,,,,,,,6603247,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1447,COC1=CC(=CC(=C1OC)OC)C2=C(C(=NC(=C2C#N)SCC3=CC=NC=C3)N)C#N,,Active,Leishmania,,,61.4742,,,,,,,660130,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1448,C1CN2CCC1C(=O)C2CC3=CC=C(C=C3)OCCOC4=CC=CC=C4.Cl,,Active,Leishmania,,,96.6329,,,,,,,6603672,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1449,C1=CC=C(C=C1)C2=NNC(=C2)C3=NN=C4N3N=C(S4)C5=CC=CC=N5,,Active,Leishmania,,,50.6025,,,,,,,665709,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1450,COC(=O)C1=CC=C(C=C1)C2=CC=C(O2)CNCC(C3=CC=CC=C3)O.Cl,,Active,Leishmania,,,55.3436,,,,,,,6602747,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1451,CSC1=CC=C(C=C1)CNC2CN3CCC2CC3.Cl,,Active,Leishmania,,,65.5382,,,,,,,6602722,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1452,C1CN2C(CN1C3=CC=CC=C3)C4(CC5=CC=CC=C52)C(=O)C6=CC=CC=C6C4=O,,Active,Leishmania,,,67.1122,,,,,,,667179,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1453,CCCC1=NNC2=C1/C(=N/O)/CC(C2)C3=CC=CC=C3,,Active,Leishmania,,,59.0706,,,,,,,135415380,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1454,CC1=NOC2=C1C(C3=C(N2)CCCC3=O)C4=CC=C(C=C4)OCC5=CC=C(C=C5)C(=O)OC,,Active,Leishmania,,,54.7542,,,,,,,2999424,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1455,COC1=CC=C(C=C1)C2=NCC(S2)CSC3=NN=C(O3)C4=CC5=C(C=C4)OCO5,,Active,Leishmania,,,91.0443,,,,,,,2999476,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1456,C1=CC=C2C(=C1)C(=NS2)N,,Active,Leishmania,,,95.0848,,,,,,,89966,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1457,CC1=C(N=C(O1)C2=CC=C(C=C2)OC)CN3C(=CC4=C3SC=C4)C(=O)OC,,Active,Leishmania,,,93.4993,,,,,,,3236501,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1458,COC(=O)CNC1=NC(=NC2=CC=CC=C21)C3=CC=CC=C3F,,Active,Leishmania,,,55.9641,,,,,,,3237155,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1459,CN1C2=CC=CC=C2C3=C(C1=O)N=C(O3)C4=CC=CC=C4,,Active,Leishmania,,,72.2645,,,,,,,2786572,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1460,C1CN(CCN1C2=CC=C(C=C2)F)C(CNC(=O)OC3=CC=CC=C3)C4=CN=CC=C4,,Active,Leishmania,,,78.4855,,,,,,,3242548,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1461,CC1=C(C=C(C=C1)NC(=O)N2CCCN(C2)CC3=CC=C(C=C3)F)C,,Active,Leishmania,,,52.8991,,,,,,,3242591,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1462,CC(C)CCN(C)C1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(F)(F)F.Cl,,Active,Leishmania,,,80.0588,,,,,,,6602880,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1463,COC1=C(C=CC(=C1)CC=C)OCCCCCN2CCOCC2.C(=O)(C(=O)O)O,,Active,Leishmania,,,58.3201,,,,,,,3244531,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1464,CCCCS(=O)(=O)/C=C\C=C/S(=O)(=O)CCCC,,Active,Leishmania,,,94.351,,,,,,,5286934,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1465,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C3=CC=CC=C32)O,,Active,Leishmania,,,96.6925,,,,,,,871185,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1466,C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)CCC(=O)O,,Active,Leishmania,,,94.4283,,,,,,,776847,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1467,CC1=CC(=CC=C1)OCCN2C3=CC=CC=C3N=C2NC(=O)C4=CC=CO4,,Active,Leishmania,,,87.1951,,,,,,,1292700,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1468,CC1=C(C(=O)C2=C(N1)C(=CC=C2)Cl)CN3CCCC3,,Active,Leishmania,,,92.7805,,,,,,,728862,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1469,CC1=CC(=C(C=C1)OCCCCN2C=CN=C2)Cl,,Active,Leishmania,,,73.8281,,,,,,,2851545,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1470,C1CCC(CC1)N2C(=O)C3C(N(OC3C2=O)C4=CC=C(C=C4)Br)C5=CN=CC=C5,,Active,Leishmania,,,72.2587,,,,,,,2946668,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1471,CC1=C(C2(CCCCC2)OC1=O)C(=O)NC3=NNC(=C3)C4=CC(=CC=C4)F,,Active,Leishmania,,,88.7922,,,,,,,5309827,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1472,CCCOC(=O)CSC1=C(C(CC(=O)N1)C2=CC=CC=C2Cl)C#N,,Active,Leishmania,,,92.8199,,,,,,,2855568,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1473,CC1=C(C(=O)C2=C(N1)C(=CC=C2)OC)C/C=C(/C)\Cl,,Active,Leishmania,,,99.3453,,,,,,,760847,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1474,CC1=CC(=NC(=C1)/N=C/2\C(=NSS2)Cl)C,,Active,Leishmania,,,93.5824,,,,,,,9568781,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1475,C1C(ON=C1Cl)C(C(=O)O)N,,Active,Leishmania,,,93.5308,,,,,,,2007,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1476,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,,Active,Leishmania,,,87.5821,,,,,,,2812,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1477,C[C@@]12[C@H]([C@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,,Active,Leishmania,,,100.552,,,,,,,5311103,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
