SMILES,Common name,IC50micromol,IC50microgML,Formula,Weight,Origin,Nature,Family,Sub family,Biological Activity,References,References_
COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3O)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",,12.4,C25H28N2O3,404.51,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3O)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",,"6.7
",C25H28N2O3,404.51,,synthetic,Imidazolidine Derivative,,active,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
Cc3nc(c1ccccn1)nc(N2CCCC2)c3Cl,,0.53,,C14H15ClN4,274.755,,synthetic,Pyrimidine,Pyridyl Pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098",
Cc3nc(c1ccccn1)nc(NCc2ccccc2)c3Cl,,0.47,,C17H15ClN4,310.788,,synthetic, Pyrimidine,2-Pyridyl Pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098",
Cc3nc(c1ccccn1)nc(NCCc2ccccc2)c3Cl,,0.5,,C18H17ClN4,324.815,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098",
Cc3nc(c1ccccn1)nc(NCCCc2ccccc2)c3Cl,,0.48,,C19H19ClN4,338.842,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098",
Cc3nc(c1ccccn1)nc(CNCCc2ccccc2)c3Cl,,0.32,,C19H19ClN4,338.842,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098",
Cc3nc(c1ccccn1)nc(NCC2CCCCC2)c3Cl,,0.31,,C17H21ClN4,316.836,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098",
Cc3nc(c1ccccn1)nc(NCCC2CCCCC2)c3Cl,,0.26,,C18H23ClN4,330.863,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,active,"10.1021/cr400552x;
10.1016/j.bmcl.2008.11.098",
Cc3nc(c1ccccn1)nc(NCCc2cccc(Cl)c2)c3Cl,,0.44,,C18H16Cl2N4,359.26,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098",
Cc3nc(c1ccccn1)nc(NCCc2ccc(Cl)cc2)c3Cl,,0.45,,C18H16Cl2N4,359.26,,synthetic,Pyrimidine,2-Pyridyl Pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098",
COc3ccc(CCNc2nc(c1ccccn1)nc(C)c2Cl)cc3,2-pyridyl pyrimidine,0.43,,C19H19ClN4O,354.841,,synthetic,pyrimidine,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098",
Cc4nc(c1ccccn1)nc(NC3C/C\2=C(CC/C=C2)\C3)c4Cl,2-pyridyl pyrimidine,0.42,,C19H19ClN4,338.842,,synthetic,pyrimidine,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098",
Cc4nc(c1ccccn1)nc(C3CNC(Cc2ccccc2)C3)c4Cl,,0.63,,C21H21ClN4,364.88,,synthetic,pyrimidine,2-pyridyl pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098",
Cc3nc(c1ccccn1)nc(C2CCCN2)c3Cl.CCc1ccccc1,,0.38,,C22H25ClN4,380.923,,synthetic,pyrimidine,2-pyridyl pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098",
Cc3nc(c1ccccn1)nc(NCCNc2cc(C(F)(F)F)ccn2)c3Cl,,0.28,,C18H16ClF3N6,408.815,,synthetic,pyrimidine,2-pyridyl pyrimidine,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.098",
CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(C(C)C)cc3,"Dihydropyrido[2,3-d]pyrimidine",,,C21H25N3O3,367.449,,synthetic,pyrimidine,,active,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043",
CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(C)c(C)c3,"Dihydropyrido[2,3-d]pyrimidine",,,C20H23N3O3,353.422,,synthetic,pyrimidine,,active,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043",
CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(C#N)cc3,"Dihydropyrido[2,3-d]pyrimidine",,,C19H18N4O3,350.378,,synthetic,pyrimidine,,active,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043",
CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3cccc([NO2])c3,"Dihydropyrido[2,3-d]pyrimidine",,,Invalid,,,synthetic,pyrimidine,,active,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043",
CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(C)cc3,"Dihydropyrido[2,3-d]pyrimidine",,,C19H21N3O3,339.395,,synthetic,pyrimidine,,active,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043",
CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(F)cc3,"Dihydropyrido[2,3-d]pyrimidine",,,C18H18FN3O3,343.358,,synthetic,pyrimidine,,active,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043",
CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(Cl)cc3,"Dihydropyrido[2,3-d]pyrimidine",,,C18H18ClN3O3,359.813,,synthetic,pyrimidine,,active,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043",
CC(=O)C1=C(C)Nc2c(C1c1ccc(cc1)[N+]([O-])=O)c(=O)n(C)c(=O)n2C,"Dihydropyrido[2,3-d]pyrimidine",,,C18H18N4O5,370.365,,synthetic,pyrimidine,,active,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043",
C[N+]4(CCCOP(=O)(OCCCCCCCCC/C=C/2C1CC3CC(C1)CC2C3)[o-])CCOCC4,phospholipid analogue,6.64,,Invalid,,,synthetic,phospholipid,,active,"10.1021/cr400552x;    10.1021/jm020972c

",
CCCCCCCCCCCCC1CCC(OCCOP(=O)(OCC[N+](C)(C)C)[o-])CC1,phospholipid analogue,9.49,,Invalid,,,synthetic,phospholipid,,active,"10.1021/cr400552x;    10.1021/jm020972c

",
CCCCCCCCCCCCC1CCC(OCCOP(=O)(OCC[N+](C)(C)C)[o-])CC1,phospholipid analogue,5.65,,Invalid,,,synthetic,phospholipid,,active,"10.1021/cr400552x;    10.1021/jm020972c

",
CCCCCCCCCCCCCCC1CCC(OCCOP(=O)(OCC[N+](C)(C)C)[o-])CC1,phospholipid analogue,23.65,,Invalid,,,synthetic,phospholipid,,active,"10.1021/cr400552x;    10.1021/jm020972c

",
CCCCCCCCCCCCCCC1CCC(OCCOP(=O)(OCC[N+](C)(C)C)[o-])CC1,phospholipid analogue,23.3,,Invalid,,,synthetic,phospholipid,,active,"10.1021/cr400552x;    10.1021/jm020972c

",
C[N+](C)(C)CCOP(=O)(OCCCCCCCCCCCC1CCCCC1)[o-],phospholipid analogue,10.3,,Invalid,,,synthetic,phospholipid,,active,"10.1021/cr400552x;    10.1021/jm020972c

",
C[N+](C)(C)CCOP(=O)(OCCCCCCCCCCCC1CCCCC1)[o-],phospholipid analogue,8.4,,Invalid,,,synthetic,phospholipid,,active,"10.1021/cr400552x;    10.1021/jm020972c

",
C[N+](C)(C)CCOP(=O)(OCCCCCC2C1CC3CC(C1)CC2C3)[o-],phospholipid analogue,4.02,,Invalid,,,synthetic,phospholipid,,active,"10.1021/cr400552x;    10.1021/jm020972c

",
C[N+](C)(C)CCOP(=O)(OCCCCCC2C1CC3CC(C1)CC2C3)[o-],phospholipid analogue,>100,,Invalid,,,synthetic,phospholipid,,active,"10.1021/cr400552x;    10.1021/jm020972c

",
CC(CCCCCCCCCCC2C1CC3CC(C1)CC2C3)OP(=O)(OCC[N+](C)(C)C)[o-],phospholipid analogue,2.88,,Invalid,,,synthetic,phospholipid,,active,"10.1021/cr400552x;    10.1021/jm020972c

",
CC(CCCCCCCCCCC2C1CC3CC(C1)CC2C3)OP(=O)(OCC[N+](C)(C)C)[o-],phospholipid analogue,5.97,,Invalid,,,synthetic,phospholipid,,active,"10.1021/cr400552x;    10.1021/jm020972c

",
CC(C)(C)C1CCC(CC2=C(O)C(=O)c3ccccc3C2=O)CC1,buparvaquone,,,C21H26O3,326.436,,,,,active,10.1021/cr400552x,
CC(C)(C)C1CCC(CC2=C(O)C(=O)c3ccccc3C2=O)CC1,buparvaquone,0.37-5.50,,C21H26O3,326.436,,,,,active,10.1021/cr400552x,
CC(C)(C)C3CCC(Cc2c(OP(=O)(O)O)c(=O)c1ccccc1c2=O)CC3,Buparvaquone-3-phosphate,,,C21H27O6P,406.415,,synthetic,Buparvaquone Derivative,,active,10.1021/cr400552x,
CC(C)(C)C3CCC(Cc2c(OCOP(=O)(O)O)c(=O)c1ccccc1c2=O)CC3,3-phosphonooxymethylbuparvaquone,,,C22H29O7P,436.441,,synthetic,Buparvaquone Derivative,,active,10.1021/cr400552x,
F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=CC2=CC=CC=C2C=C1,,1.63,,C29H26BF4NO2,507.336,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,active,"10.1021/cr400552x;
    10.1021/jm801084u",
F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=CC=CC2=CC=CC=C12,,3.37,,C29H26BF4NO2,507.336,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,active,"10.1021/cr400552x;
    10.1021/jm801084u",
[O-]C(=O)C(F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=CC=CC2=CC3=CC=CC=C3C=C12,,1.85,,C35H28F3NO4,583.606,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,active,"10.1021/cr400552x;
    10.1021/jm801084u",
F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=CC2=CC3=CC=CC=C3C=C2C=C1,,0.67,,C33H28BF4NO2,557.396,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,active,"10.1021/cr400552x;
    10.1021/jm801084u",
[O-]C(=O)C(F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=C2C=CC=CC2=CC=C1,,0.72,,C31H26F3NO4,533.546,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,active,"10.1021/cr400552x;
    10.1021/jm801084u",
F[B-](F)(F)F.COC1=CC=C(C=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,,2.64,,C20H22BF4NO3,411.204,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,active,"10.1021/cr400552x;
    10.1021/jm801084u",
F[B-](F)(F)F.COC1=CC(OC)=C(C=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,,3.28,,C21H24BF4NO4,441.23,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,active,"10.1021/cr400552x;
    10.1021/jm801084u",
F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=C(OC)C=CC=C1OC,,3.49,,C21H24BF4NO4,441.23,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,active,"10.1021/cr400552x;
    10.1021/jm801084u",
F[B-](F)(F)F.COC1=CC(OC)=C(C(OC)=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,,1.49,,C22H26BF4NO5,471.256,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,active,"10.1021/cr400552x;
    10.1021/jm801084u",
F[B-](F)(F)F.CCCC1=CC=C(C=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,,1.63,,C22H26BF4NO2,423.259,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,active,"10.1021/cr400552x;
    10.1021/jm801084u",
[O-]C(=O)C(F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](C1=CC=C(C=C1)C(C)C)=C2C,,2,,C24H26F3NO4,449.469,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,active,"10.1021/cr400552x;
    10.1021/jm801084u",
F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=C(C=C(C=C1)C(C)C)C(C)C,,0.54,,C25H32BF4NO2,465.34,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,active,"10.1021/cr400552x;
    10.1021/jm801084u",
F[B-](F)(F)F.CCCCC1=CC=C(C=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,,2.69,,C23H28BF4NO2,437.286,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,active,"10.1021/cr400552x;
    10.1021/jm801084u",
F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C(C)(C)C,,2.67,,C23H28BF4NO2,437.286,,synthetic,"N,C-Linked Arylisoquinolinium Salt",,active,"10.1021/cr400552x;
    10.1021/jm801084u",
CC4(Cc1ccccc1)C/C(S(=O)(=O)c2ccc(/C(N)=N/O)cc2)=C(c3ccccc3)\O4,,8.3,,C25H24N2O4S,448.544,,,Amidoxime Derivative,,active,"10.1021/cr400552x;
10.1016/j.bmc.2010.06.099
",
N/C(=N\O)c6ccc(S(=O)(=O)/C5=C(c2ccc(Nc1ccccc1/C(N)=N/O)cc2)/OC(Cc3ccccc3)(c4ccccc4)C5)cc6,,13.3,,C36H31N5O5S,659.768,,,Amidoxime Derivative,,active,"10.1021/cr400552x;
10.1016/j.bmc.2010.06.099",
CC5(Cc1ccccc1)C/C(S(=O)(=O)c2ccc(/C(N)=N/O)cc2)=C(c4ccc(Nc3ccccc3/C(N)=N/O)cc4)\O5,,8.8,,C32H31N5O5S,597.697,,,,,active,"10.1021/cr400552x;
10.1016/j.bmc.2010.06.099",
CC(C)(C)c5ccc4[nH]c3c2cc(/C=C/C(=O)c1ccccc1)ccc2NC(=O)CCc3c4c5,,,,C30H28N2O2,448.566,,,,,inactive,"10.1021/cr400552x;
    10.1021/jm7012166",
COc5ccc(C(=O)/C=C/c4ccc3NC(=O)CCc1c([nH]c2ccc(C(C)(C)C)cc12)c3c4)cc5,,,,C31H30N2O3,478.592,,,,,inactive,"10.1021/cr400552x;
    10.1021/jm7012166",
CC(C)(C)c5ccc4[nH]c3c2cc(/C=C/C(=O)c1ccc(Cl)cc1)ccc2NC(=O)CCc3c4c5,,,,C30H27ClN2O2,483.011,,,,,inactive,"10.1021/cr400552x;
    10.1021/jm7012166",
CC(C)(C)c5ccc4[nH]c3c2cc(/C=C/C(=O)c1cccs1)ccc2NC(=O)CCc3c4c5,,,,C28H26N2O2S,454.595,,,Paullone Derivative,,inactive,"10.1021/cr400552x;
    10.1021/jm7012166",
CC(C)(C)c5ccc4[nH]c3c2cc(/C=C/C(=O)c1ccco1)ccc2NC(=O)CCc3c4c5,,,,C28H26N2O3,438.527,,,Paullone Derivative,,inactive,"10.1021/cr400552x;
    10.1021/jm7012166",
CC(C)(C)c5ccc4[nH]c3c2cc(/C=C/C(=O)c1cccnc1)ccc2NC(=O)CCc3c4c5,,,,C29H27N3O2,449.554,,,Paullone Derivative,,inactive,"10.1021/cr400552x;
    10.1021/jm7012166",
COc5cc(C(=O)/C=C/c4ccc3NC(=O)CCc1c([nH]c2ccc(C(C)(C)C)cc12)c3c4)cc(OC)c5OC,,,,C33H34N2O5,538.644,,,Paullone Derivative,,inactive,"10.1021/cr400552x;
    10.1021/jm7012166",
COc5ccc(OC)c(C(=O)/C=C/c4ccc3NC(=O)CCc1c([nH]c2ccc(C(C)(C)C)cc12)c3c4)c5,,,,C32H32N2O4,508.618,,,Paullone Derivative,,inactive,"10.1021/cr400552x;
    10.1021/jm7012166",
c1cc2c(cc1/C=C/C=C/C(=O)N3CCCCC3)OCO2,Piperine,2558,,C17H19NO3,285.343,black pepper Piper nigrum,natural,,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
c1cc2c(cc1/C=C/C=C/C(=O)N3CCCCC3)OCO2,Piperine,752,,C17H19NO3,285.343,black pepper Piper nigrum,natural,,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
c1cc2c(cc1/C=C/C=C/C(=O)O)OCO2,Piperic acid,1756,,C12H10O4,218.208,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
c1cc2c(cc1/C=C/C=C/C(=O)O)OCO2,Piperic acid,395,,C12H10O4,218.208,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(Cc1ccccc1)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-phenylalanine methyl ester,834,,C22H21NO5,379.412,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(Cc1ccccc1)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-phenylalanine methyl ester,195,,C22H21NO5,379.412,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(Cc1ccccc1)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-phenylalanine methyl ester,,,C22H21NO5,379.412,,synthetic,Piperine Derivative,,inactive,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(Cc1ccc(O)cc1)NC(=O)\C=C\C=C\c1ccc2OCOc2c1, Piperoyl-L-tyrosine methyl ester,794,,C22H21NO6,395.411,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(Cc1ccc(O)cc1)NC(=O)\C=C\C=C\c1ccc2OCOc2c1, Piperoyl-L-tyrosine methyl ester,210,,C22H21NO6,395.411,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(NC(=O)\C=C\C=C\c1ccc2OCOc2c1)C(C)C,Piperoyl-L-valine methyl ester,875,,C18H21NO5,331.368,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(NC(=O)\C=C\C=C\c1ccc2OCOc2c1)C(C)C,Piperoyl-L-valine methyl ester,75,,C18H21NO5,331.368,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(NC(=O)\C=C\C=C\c1ccc2OCOc2c1)C(C)C,Piperoyl-L-valine methyl ester,,,C18H21NO5,331.368,,synthetic,Piperine Derivative,,inactive,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(CCSC)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-methionine methyl este,823,,C18H21NO5S,363.435,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(CCSC)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-methionine methyl este,168,,C18H21NO5S,363.435,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-tryptophan methyl ester,855,,C24H22N2O5,418.449,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-tryptophan methyl ester,110,,C24H22N2O5,418.449,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
[H]OC(=O)C(Cc1ccccc1)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-phenylalanine,927,,C21H19NO5,365.385,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
[H]OC(=O)C(Cc1ccccc1)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-phenylalanine,256,,C21H19NO5,365.385,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
c1cc(ccc1CC(C(=O)O)NC(=O)/C=C/C=C/c2ccc3c(c2)OCO3)O,Piperoyl-L-tyrosine,761,,C21H19NO6,381.384,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
c1cc(ccc1CC(C(=O)O)NC(=O)/C=C/C=C/c2ccc3c(c2)OCO3)O,Piperoyl-L-tyrosine,249,,C21H19NO6,381.384,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
[H]OC(=O)C(NC(=O)\C=C\C=C\c1ccc2OCOc2c1)C(C)C,Piperoyl-L-valine,1030,,C17H19NO5,317.341,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
[H]OC(=O)C(NC(=O)\C=C\C=C\c1ccc2OCOc2c1)C(C)C,Piperoyl-L-valine,310,,C17H19NO5,317.341,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
[H]OC(=O)C(CCSC)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-methionine,1312,,C17H19NO5S,349.408,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
[H]OC(=O)C(CCSC)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-methionine,237,,C17H19NO5S,349.408,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
[H]OC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-tryptophan,1025,,C23H20N2O5,404.422,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
[H]OC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-tryptophan,236,,C23H20N2O5,404.422,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(Cc1ccccc1)NC(=O)CCCCc1ccc2OCOc2c1, Tetrahydropiperoyl-L-phenylalanine methyl ester,669,,C22H25NO5,383.444,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(Cc1ccccc1)NC(=O)CCCCc1ccc2OCOc2c1, Tetrahydropiperoyl-L-phenylalanine methyl ester,212,,C22H25NO5,383.444,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(Cc1ccc(O)cc1)NC(=O)CCCCc1ccc2OCOc2c1,Tetrahydropiperoyl-L-tyrosine methyl ester,536,,C22H25NO6,399.443,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(Cc1ccc(O)cc1)NC(=O)CCCCc1ccc2OCOc2c1,Tetrahydropiperoyl-L-tyrosine methyl ester,202,,C22H25NO6,399.443,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(NC(=O)CCCCc1ccc2OCOc2c1)C(C)C,Tetrahydropiperoyl-L-valine methyl ester,722,,C18H25NO5,335.4,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(CCSC)NC(=O)CCCCc1ccc2OCOc2c1,Tetrahydropiperoyl-L-methionine methyl ester,221,,C18H25NO5S,367.467,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)CCCCc1ccc2OCOc2c1,Tetrahydropiperoyl-L-tryptophan methyl ester,473,,C24H26N2O5,422.481,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
COC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)CCCCc1ccc2OCOc2c1,Tetrahydropiperoyl-L-tryptophan methyl ester,176,,C24H26N2O5,422.481,,synthetic,Piperine Derivative,,active,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",
[H][C@]35COC2C(=O)c1ccccc1C(=O)C2[C@@]3([H])Oc4ccc([NO2])cc45,,1.07,,Invalid,,,,Pterocarpanquinone,,active,"10.1021/cr400552x;
10.1016/j.bmc.2011.09.025

",
[H][C@]35COC2C(=O)c1ccccc1C(=O)C2[C@@]3([H])Oc4ccc([NO2])cc45,,1.85,,Invalid,,,,Pterocarpanquinone,,active,"10.1021/cr400552x;
10.1016/j.bmc.2011.09.025

",
[H][C@]35COC2C(=O)c1ccccc1C(=O)C2[C@@]3([H])Oc4c(OC)cc(C=O)cc45,,1.27,,C21H16O6,364.353,,,Pterocarpanquinone,,active,"10.1021/cr400552x;
10.1016/j.bmc.2011.09.025

",
[H][C@]35COC2C(=O)c1ccccc1C(=O)C2[C@@]3([H])Oc4c(OC)cc(C=O)cc45,,1.25,,C21H16O6,364.353,,,Pterocarpanquinone,,active,"10.1021/cr400552x;
10.1016/j.bmc.2011.09.025

",
FC(F)(F)c4ccc(CO[C@H]2CCc1ccccc1[C@@H]2n3ccnc3)cc4,,,,C21H19F3N2O,372.39,,,tetrahydronaphthyl azole,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2011.01.026    ",
FC(F)(F)c1cc([NO2])ccc1CO[C@H]3CCc2ccccc2[C@@H]3n4ccnc4,,,,Invalid,,,,tetrahydronaphthyl azole,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2011.01.026    ",
FC(F)(F)c1cc([NO2])ccc1CO[C@H]3CCc2ccccc2[C@@H]3n4ccnc4,,,1.59,Invalid,,,,tetrahydronaphthyl azole,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2011.01.026    ",
Fc1cc([NO2])ccc1CO[C@H]3CCc2ccccc2[C@@H]3n4ccnc4,,,,Invalid,,,,tetrahydronaphthyl azole,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2011.01.026    ",
Clc4cccc(CCO[C@H]2CCc1ccccc1[C@@H]2n3ccnc3)c4,,,,C21H21ClN2O,352.865,,,tetrahydronaphthyl azole,,active,"10.1021/cr400552x;
    10.1016/j.bmcl.2011.01.026    ",
