,ID_compound,SMILES,Common name,Biological Activity,Pathogen,Category,IC50 (µM),IC50(µg/ml),% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Reference,PUBCHEM_CID
3228,3229,CC(C)(C)C(=O)NC(=S)NC1=C(C2=C(S1)CCCCC2)C#N,,Active,SARS_CoV,3CLpro_cov,,,33.64,6 µM,335.5,,C16H21N3OS2,AID_1706,3592691
3229,3230,CN(CCC1=CC=CC=C1)C(=O)C2=NOC(=C2)COC3=CC=CC(=C3)C(F)(F)F,,Active,SARS_CoV,3CLpro_cov,,,13.13,6 µM,404.39,,C21H19F3N2O3,AID_1706,24791306
3230,3231,CC1=C(SC(=C1C(=O)OC)NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2CC4=CC=CO4)C,,Active,SARS_CoV,PLpro_cov,,,,,483.57,,C23H21N3O5S2,AID_652038,2489961
3231,3232,CC1=C(SC(=N1)NC(=O)C(C)(C)C)C2=CC(=C(C=C2)OC)S(=O)(=O)NC3=CC=C(C=C3)O,,Active,SARS_CoV-2,Viral_cov-2,6.76083,,,,475.59,,C22H25N3O5S2,AID_1409607,71549093
3232,3233,CC[C@H]([C@H]1CC[C@@H]([C@@H](O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)[C@@H]2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)[C@H]5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C(=O)O,,Active,SARS_CoV-2,Viral_cov-2,0.24,,,,751.01,,C42H70O11,AID_1409579,5284373
3233,3234,O=C(On2nnc1ccccc12)C(=O)c4cc3cc(F)ccc3[nH]4,,Active,SARS_CoV,3CLpro_cov,0.0138,,,,324.27,,C16H9FN4O3,10.1021/acs.jmedchem.5b01461,0
3234,3235,Cn3cnc(C(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c2cccnc2)c3,,Active,SARS_CoV,3CLpro_cov,75,,,,447.58,,C26H33N5O2,10.1021/acs.jmedchem.5b01461,0
3235,3236,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,,Inactive,SARS_CoV,3CLpro_cov,,,-1.34,6 µM,230.68,,C8H7ClN2O2S,AID_1706,3019
3236,3237,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,,Active,SARS_CoV-2,Viral_cov-2,5.37032,,,,329.87,,C20H24ClNO,AID_1409607,2805
3237,3238,CC(C)[C@@H](C(=O)NC(CC1=CC=CC=C1)C=O)NC(=O)OCC2=CC=CC=C2,,Active,SARS_CoV-2,Viral_cov-2,,,,,382.46,,C22H26N2O4,AID_1409578,11199915
3238,3239,COc2ccc(N(=O)=O)c(S(=O)(=O)c1ccccc1)n2,sulfone,Active,SARS_CoV,3CLpro_cov,,,58.0,,294.29,,C12H10N2O5S,10.1021/acs.jmedchem.5b01461,0
3239,3240,COC1=C(C=C2C(N(CCC2=C1)C(=O)CCl)C3=C(C=CC(=C3)Br)F)OC,,Active,SARS_CoV,3CLpro_cov,,,21.93,6 µM,442.71,,C19H18BrClFNO3,AID_1706,3912197
3240,3241,CC1=CC(=C(C(=C1)[N+](=O)[O-])O)/C=N/N2C(=NC3=CC=CC=C3C2=O)COC4=CC=CC=C4,,Active,SARS_CoV,PLpro_cov,,,,,430.42,,C23H18N4O5,AID_652038,135517096
3241,3242,COc1ccc(N(C(=O)Cn2nnc3ccccc32)C2(C(=O)NC3CCCC3)CCCCC2)cc1,,Active,SARS_CoV,3CLpro_cov,7.887,,,,475.59,,C27H33N5O3,AID_1890,0
3242,3243,O=C(Oc1cncc(Cl)c1)c1cccc2cc[nH]c12,,Active,SARS_CoV,3CLpro_cov,0.08,,,,272.69,,C14H9ClN2O2,http://10.1016/j.bmcl.2008.08.082,0
3243,3244,O=c3c(=O)n(Cc2cc1ccccc1s2)c4ccc(I)cc34,,Active,SARS_CoV,3CLpro_cov,0.95,,,,419.24,,C17H10INO2S,10.1021/acs.jmedchem.5b01461,0
3244,3245,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,,Inactive,SARS_CoV,3CLpro_cov,,,3.6,6 µM,361.82,,C19H20ClNO4,AID_1706,39042
3245,3246,COc6cc(O)c5c(=O)cc(c4ccc(OC)c(c2c(O)cc(O)c3c(=O)cc(c1ccc(O)cc1)oc23)c4)oc5c6,,Active,SARS_CoV,3CLpro_cov,32.7,,,,566.52,,C32H22O10,10.1021/acs.jmedchem.5b01461,0
3246,3247,CCN(CC)C1=CC(=C(C=C1)/C=N/NC2=NC3=CC=CC=C3N2)O,,Active,SARS_CoV,PLpro_cov,,,,,323.4,,C18H21N5O,AID_652038,135490280
3247,3248,CC(C)C(=O)NC1=CC=C(C=C1)N(C(C2=CSC=C2)C(=O)NC(C)(C)C)C(=O)CN3C4=CC=CC=C4N=N3,,Active,SARS_CoV,3CLpro_cov,,,96.66,100 µM,532.67,,C28H32N6O3S,AID_488984,45382032
3248,3249,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,scutellarein,Active,,,,,,,286.24,,C15H10O6,ResNet-Elsevier,5281697
3249,3250,CC(C1=CC(=C(C=C1)Cl)Cl)NC(=O)CCl,,Active,SARS_CoV,3CLpro_cov,,,19.73,6 µM,266.56,,C10H10Cl3NO,AID_1706,3686662
3250,3251,CC1=CC(=C2C(=C1)N=C(S2)NNC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCC5=CC=CC=C5C4)C,,Active,SARS_CoV,PLpro_cov,,,,,492.63,,C25H24N4O3S2,AID_652038,15944722
3251,3252,C1=CC=C(C=C1)NC(=O)NN(C2=CC=CC=C2)C(=O)CCl,,Active,SARS_CoV,3CLpro_cov,,,32.23,6 µM,303.75,,C15H14ClN3O2,AID_1706,4868361
3252,3253,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2,,Inactive,SARS_CoV,3CLpro_cov,,,5.27,6 µM,294.35,,C15H22N2O4,AID_1706,5597
3253,3254,c1(CNCc2cc(ccc2)F)ccco1,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,205.23,,C12H12FNO,5re8.pdb,0
3254,3255,O=C(Oc1ccc(S(=O)(=O)c2ccc(OC(=O)C(Cl)=C(Cl)Cl)cc2)cc1)C(Cl)=C(Cl)Cl,,Active,SARS_CoV,3CLpro_cov,0.9,,,,565.04,,C18H8Cl6O6S,AID_269112,0
3255,3256,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,,Active,SARS_CoV-2,Viral_cov-2,0.59,,,,438.31,,C21H21Cl2NO5,AID_1409599,9910986
3256,3257,N1(C[C@@H]2CCCS2)CCN(CC1)C(=O)C,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,228.36,,C11H20N2OS,5rfw.pdb,0
3257,3258,C1CCC2(C1)CC3=CC=CC=C3/C(=C/C(=O)C(=O)N/N=C/C4=CC=CC=C4O)/N2,,Active,SARS_CoV,PLpro_cov,,,,,389.46,,C23H23N3O3,AID_652038,135497995
3258,3259,C[C@@H](C1=NC(=CS1)C2=CC=C(C=C2)C#N)[C@](CN3C=NC=N3)(C4=C(C=C(C=C4)F)F)O,,Active,SARS_CoV-2,Viral_cov-2,2.76,,,,437.48,,C22H17F2N5OS,AID_1409599,467825
3259,3260,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,,Inactive,SARS_CoV,3CLpro_cov,,,1.02,6 µM,338.44,,C19H30O5,AID_1706,3686
3260,3261,CC(=O)NC(C1=C(C=C(C=C1)OC)OC)C2=C(C3=C(C=CC=N3)C=C2)O,,Active,SARS_CoV,PLpro_cov,,,,,352.39,,C20H20N2O4,AID_652038,2872121
3261,3262,CCOC1=CC2=C(C=C1)N(C(=O)C2=O)CC3COC4=CC=CC=C4O3,,Active,SARS_CoV,3CLpro_cov,,,57.64,6 µM,339.35,,C19H17NO5,AID_1706,17584476
3262,3263,COC(=O)C1=CC=C(C=C1)OC(=O)CN2C(=O)C3=CC=CC=C3C2=O,,Active,SARS_CoV,3CLpro_cov,,,14.9,6 µM,339.3,,C18H13NO6,AID_1706,728514
3263,3264,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,,Inactive,SARS_CoV,3CLpro_cov,,,3.76,6 µM,250.34,,C15H22O3,AID_1706,3463
3264,3265,CCCCOC1=C(C=C(C=C1)CONS(=O)(=O)C2=CC=C(C=C2)NC(=O)C)Cl,,Active,SARS_CoV,3CLpro_cov,,,19.34,6 µM,426.92,,C19H23ClN2O5S,AID_1706,1975036
3265,3266,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl,,Active,SARS_CoV-2,Viral_cov-2,8.06,,,,532.47,,C26H31Cl2N5O3,AID_1409585,441362
3266,3267,Cc1cc(C)c(N(C(=O)Cn2nnc3ccccc32)C(C(=O)NC(C)(C)C)c2ccsc2)c(C)c1,,Active,SARS_CoV,3CLpro_cov,2.904,,,,489.64,,C27H31N5O2S,AID_1890,0
3267,3268,CN(C)c3ccc(C(=O)N[C@@H](Cc1ccccc1)C(=O)Nc2ccc(N(=O)=O)cc2)cc3,,Inactive,SARS_CoV,3CLpro_cov,11,,,,432.48,,C24H24N4O4,10.1021/acs.jmedchem.5b01461,0
3268,3269,CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=C(C=C3)Cl)C,,Active,SARS_CoV,3CLpro_cov,,,18.1,6 µM,303.71,,C13H10ClN5O2,AID_1706,460749
3269,3270,C1=CC2=C(C=C1Cl)NC=CC2=O,,Inactive,SARS_CoV,3CLpro_cov,,,-6.48,6 µM,179.61,,C9H6ClNO,AID_1706,66593
3270,3271,C[C@@H](C(=O)N[C@@H](CC(C)C)[C@H](CC(=O)O)O)NC(=O)C[C@@H]([C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)CC(C)C)O,,Inactive,SARS_CoV-2,Viral_cov-2,0.77625,,,,685.9,,C34H63N5O9,AID_1409607,5478883
3271,3272,c1c(cccc1)COC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CO)C[C@@H]1CCNC1=O)CC1CCCCC1)[C@@H](C)OC(C)(C)C,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,602.77,,C32H50N4O7,7c8t.pdb,0
3272,3273,CC(C)(C)NC(=O)C(C1=CSC=C1)N(C2=CC=C(C=C2)N)C(=O)CN3C4=CC=CC=C4N=N3,,Active,SARS_CoV,3CLpro_cov,,,74.77,100 µM,462.58,,C24H26N6O2S,AID_488984,45382033
3273,3274,CCN(CC)CCOC1=CC=C(C=C1)C(CC2=CC=C(C=C2)Cl)(C3=CC=C(C=C3)C)O,,Active,SARS_CoV-2,Viral_cov-2,7.05,,,,438.01,,C27H32ClNO2,AID_1409579,10206
3274,3275,N1(CCC(C(=O)N(C(C)C)C)CC1)C(=O)C,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,226.32,,C12H22N2O2,5rfy.pdb,0
3275,3276,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,,Inactive,SARS_CoV,3CLpro_cov,,,-1.05,6 µM,297.42,,C18H19NOS,AID_1706,60835
3276,3277,C[C@@H](CNS(=O)(=O)C(C)C)C1=CC=C(C=C1)C2=CC=C(C=C2)CCNS(=O)(=O)C,,Active,SARS_CoV-2,Viral_cov-2,3.28,,,,438.62,,C21H30N2O4S2,AID_1409599,9889366
3277,3278,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.O.Cl,,Active,SARS_CoV-2,Viral_cov-2,8.02,,,,535.12,,C29H43ClN2O5,AID_1409585,5282398
3278,3279,COC1=CC=C(C=C1)C2C(C(=NN2C(=O)CCl)C3=CNC4=CC=CC=C43)O,,Active,SARS_CoV,3CLpro_cov,,,61.36,6 µM,383.84,,C20H18ClN3O3,AID_1706,3555173
3279,3280,Cn5ccc(C(C(=O)NC(C)(C)C)N(C(=O)Cn2nnc1ccccc12)c4ccc(NC(=O)C3CCC3)cc4)c5,,Active,SARS_CoV,3CLpro_cov,3.8,,,,541.66,,C30H35N7O3,10.1021/acs.jmedchem.5b01461,0
3280,3281,CCN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=CC=C3)C,,Active,SARS_CoV,3CLpro_cov,,,16.79,6 µM,283.29,,C14H13N5O2,AID_1706,647501
3281,3282,CC1CCCC(N1NC(=S)NC2=CC=C(C=C2)OC(F)F)C,,Active,SARS_CoV,PLpro_cov,,,,,329.42,,C15H21F2N3OS,AID_652038,5085271
3282,3283,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],,Inactive,SARS_CoV-2,Viral_cov-2,,,,,323.13,,C11H12Cl2N2O5,AID_1409614,5959
3283,3284,Cc2ccc1S[Zn]Nc1c2,,Active,SARS_CoV,3CLpro_cov,,,,,202.6,,C7H7NSZn,10.1021/acs.jmedchem.5b01461,0
3284,3285,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,,Inactive,SARS_CoV,3CLpro_cov,,,2.92,6 µM,354.19,,C16H13Cl2NO4,AID_1706,71771
3285,3286,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,,Active,SARS_CoV-2,Viral_cov-2,16.04,,,,433.58,,C25H27N3O2S,AID_1409599,11978813
3286,3287,C[C@]12[C@@H]3[C@H]([C@H](N1C(=O)N(C2=O)C4=CC(=CC=C4)Br)C5=CC=C(C=C5)Cl)C(=O)N(C3=O)C6CCCCC6,,Active,SARS_CoV,3CLpro_cov,,,32.55,6 µM,570.87,,C27H25BrClN3O4,AID_1706,24790407
3287,3288,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC(=NN=C2Cl)Cl,,Active,SARS_CoV,3CLpro_cov,,,22.16,6 µM,358.18,,C14H13Cl2N3O4,AID_1706,6403417
3288,3289,N(c1ccc(C)s1)C(=O)Nc1cccnc1,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,233.3,,C11H11N3OS,5rh0.pdb,0
3289,3290,CC1=CC=CC=C1NCC2=C3C=CC=NC3=C(C=C2)O,,Active,SARS_CoV,PLpro_cov,,,,,264.33,,C17H16N2O,AID_652038,1090312
3290,3291,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,geldanamycin,Active,,,,,,,560.64,,C29H40N2O9,ResNet-Elsevier,5288382
3291,3292,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,,Active,SARS_CoV-2,Viral_cov-2,0.22,,,,582.82,,C30H62O10,AID_1409599,656641
3292,3293,Cn4nc(c3ccc(c2ccnc(SCC(=O)Nc1ccc(Cl)cc1)n2)s3)cc4C(F)(F)F,,Active,SARS_CoV,3CLpro_cov,10,,,,509.97,,C21H15ClF3N5OS2,10.1021/acs.jmedchem.5b01461,0
3293,3294,CC1=C(C=C(C=C1)NC2=NC(=C(C(=N2)N3CCOCC3)[N+](=O)[O-])N)C,,Active,SARS_CoV,3CLpro_cov,,,12.77,6 µM,344.38,,C16H20N6O3,AID_1706,3774350
3294,3295,N1(CCN(C(=O)CC2=CN=C3[C@@H]2C=CC=N3)CC1)C,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,258.32,,C14H18N4O,5rf7.pdb,0
3295,3296,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC,,Inactive,SARS_CoV,3CLpro_cov,,,-0.62,6 µM,234.26,,C11H14N4O2,AID_1706,3242
3296,3297,C1=NNC2=C1C(=O)NC=N2,,Inactive,SARS_CoV,3CLpro_cov,,,-3.3,6 µM,136.11,,C5H4N4O,AID_1706,135401907
3297,3298,c1c(ccc(NCC)n1)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,147.18,,C8H9N3,5r82.pdb,0
3298,3299,O=C(Oc1cncc(Cl)c1)c3ccc(c2ccc(Cl)cc2)o3,,Active,SARS_CoV,3CLpro_cov,0.063,,,,334.16,,C16H9Cl2NO3,10.1021/acs.jmedchem.5b01461,0
3299,3300,C1=CC=C(C(=C1)C(=O)O)NS(=O)(=O)C2=CC(=C(C=C2)NNC(=S)NC3=CC=C(C=C3)OC(F)F)[N+](=O)[O-],,Active,SARS_CoV,3CLpro_cov,,,12.53,6 µM,553.52,,C21H17F2N5O7S2,AID_1706,4836362
3300,3301,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)CF,,Active,SARS_CoV,3CLpro_cov,,,,,437.51,,C22H32FN3O5,10.1021/acs.jmedchem.5b01461,0
3301,3302,COC1=CC=C(C=C1)C(C2=C(C(=O)C=C(O2)CO)O)C3=C(C(=O)C=C(O3)CO)O,,Active,SARS_CoV,PLpro_cov,,,,,402.36,,C20H18O9,AID_652038,4638552
3302,3303,C1=CC=C(C=C1)C2C=CC(C3C2C(=O)N(C3=O)C4=CN=CC=C4)C5=CC=CC=C5,,Active,SARS_CoV,3CLpro_cov,,,19.6,6 µM,380.45,,C25H20N2O2,AID_1706,3929515
3303,3304,CC1C2=CC=CC=C2CCN1C3=NC(=NC4=C3C=CC=C4OC)NC5=C(C=C(C=C5)F)C,,Active,SARS_CoV-2,Viral_cov-2,,,,,428.51,,C26H25FN4O,AID_1409578,21476448
3304,3305,COC1=CC(=CC(=C1OC)OC)NC(=O)C2CC(=NO2)C3=CC(=CC=C3)Br,,Active,SARS_CoV,3CLpro_cov,,,12.59,6 µM,435.27,,C19H19BrN2O5,AID_1706,3158067
3305,3306,CCCCNC(=S)NC(=O)C1=CC=CC=C1Br,,Active,SARS_CoV,PLpro_cov,,,,,315.24,,C12H15BrN2OS,AID_652038,1581363
3306,3307,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F,Carmofur,Active,SARS_CoV-2,3CLpro_cov-2,1.82,,,,257.26,,C11H16FN3O3,https://doi.org/10.1038/s41586-020-2223-y,2577
3307,3308,C1=CC=C(C(=C1)C(=O)NN2C(=O)/C(=C/C3=CC=C(C=C3)O)/SC2=S)O,,Active,SARS_CoV,3CLpro_cov,,,13.26,6 µM,372.43,,C17H12N2O4S2,AID_1706,1831132
3308,3309,Cc1noc(NC(=O)c2ccc(-c3cc(C(F)(F)F)nn3C)s2)c1[N+](=O)[O-],,Active,SARS_CoV,3CLpro_cov,5,,,,401.33,,C14H10F3N5O4S,AID_269112,0
3309,3310,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,,Inactive,SARS_CoV,3CLpro_cov,,,1.49,6 µM,266.34,,C14H22N2O3,AID_1706,2249
3310,3311,COC1=CC=CC=C1N(CC(=O)NC2=CC(=C(C=C2)Cl)C(=O)OC)S(=O)(=O)C3=CC=CC=C3,,Active,SARS_CoV,3CLpro_cov,,,13.37,6 µM,488.95,,C23H21ClN2O6S,AID_1706,1295791
3311,3312,C1=CC=C(C=C1)/C=C/C=N/NC(=S)N,,Active,SARS_CoV,PLpro_cov,,,,,205.29,,C10H11N3S,AID_652038,7245310
3312,3313,CC1=CC=C(C=C1)C(=O)NC(=C(Cl)Cl)S(=O)(=O)C2=CC=CC=C2,,Active,SARS_CoV,3CLpro_cov,,,21.25,6 µM,370.26,,C16H13Cl2NO3S,AID_1706,4330749
3313,3314,C[C@@H](NC(=O)c1c(C)ccc(NC2CNC2)c1)c1cccc(c2ccc(CNC(=O)C)s2)c1,,Active,SARS_CoV-2,PLpro_cov-2,,,,,462.62,,C26H30N4O2S,7LLZ.pdb,0
3314,3315,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC(=O)NC4=CC=CC=C43,,Active,SARS_CoV,3CLpro_cov,,,27.0,6 µM,363.42,,C21H21N3O3,AID_1706,2102546
3315,3316,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,,Inactive,SARS_CoV,3CLpro_cov,,,-8.96,6 µM,368.3,,C19H12O8,AID_1706,26248
3316,3317,C1CN(CCN1C2=CC=CC(=C2)C(F)(F)F)C(=O)C3=CC(=O)NC4=CC=CC=C43,,Active,SARS_CoV,3CLpro_cov,,,45.89,6 µM,401.39,,C21H18F3N3O2,AID_1706,2449860
3317,3318,N(C(=O)c1cc(ccc1C)C(NO)NO)[C@@H](c1cccc2c1cccc2)C,,Active,SARS_CoV-2,PLpro_cov-2,,,,,365.43,,C21H23N3O3,7KOK.pdb,0
3318,3319,CCCCC1=CC=C(C=C1)NC(=S)NN2CCOCC2,,Active,SARS_CoV,PLpro_cov,,,,,293.44,,C15H23N3OS,AID_652038,2192679
3319,3320,C(=O)(Nc1ccccc1)N1CCC(C(=O)N)CC1,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,247.3,,C13H17N3O2,5re5.pdb,0
3320,3321,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,,Active,SARS_CoV-2,Viral_cov-2,9.27,,,,477.05,,C29H33ClN2O2,AID_1409579,3955
3321,3322,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,loperamide,Active,,,,,,,477.05,,C29H33ClN2O2,ResNet-Elsevier,3955
3322,3323,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,,Inactive,SARS_CoV,3CLpro_cov,,,0.2,6 µM,212.25,,C14H12O2,AID_1706,3332
3323,3324,C1=CC=C(C(=C1)C(=O)OC2=CN=CC=C2)[N+](=O)[O-],,Active,SARS_CoV,3CLpro_cov,,,19.78,6 µM,244.21,,C12H8N2O4,AID_1706,3878400
3324,3325,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,,Inactive,SARS_CoV,3CLpro_cov,,,2.77,6 µM,317.43,,C19H27NO3,AID_1706,6018
3325,3326,CC1=C(C=CC=C1Cl)NC(=S)NCC2=CC=CS2,,Active,SARS_CoV,PLpro_cov,,,,,296.85,,C13H13ClN2S2,AID_652038,800646
3326,3327,C1=CC(=C(C=C1Cl)Cl)CN2C=CSC2=NC(=O)CCl,,Active,SARS_CoV,3CLpro_cov,,,33.0,6 µM,335.64,,C12H9Cl3N2OS,AID_1706,2412504
3327,3328,C[C@@H](N1CC[C@@H](C(=O)NCc2cccc(NC(=O)C)c2)CC1)c1cccc2c1cccc2,,Active,SARS_CoV-2,PLpro_cov-2,,,,,429.56,,C27H31N3O2,7D7T.pdb,0
3328,3329,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,Active,SARS_CoV-2,Viral_cov-2,8.98,,,,598.09,,C32H36ClNO8,AID_1409585,2733525
3329,3330,N1(CCN(C(=O)C)CC1)S(=O)(=O)c1ccc(s1)Cl,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,308.81,,C10H13ClN2O3S2,5rfu.pdb,0
3330,3331,CC1=CC(=C(C(=C1)C)S(=O)(=O)/N=C/2\C=C(C(=O)C3=CC=CC=C32)NC4=CC=C(C=C4)C(=O)O)C,,Active,SARS_CoV,3CLpro_cov,,,12.64,6 µM,474.54,,C26H22N2O5S,AID_1706,9609431
3331,3332,CC(=O)NC1C(=O)N(CCN2CCOCC2)c2ccc(F)cc21,,Active,SARS_CoV,3CLpro_cov,9.097,,,,321.35,,C16H20FN3O3,AID_1890,0
3332,3333,n1c2ccccc2[nH]c1CS(=O)(=O)C,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,210.26,,C9H10N2O2S,5rfd.pdb,0
3333,3334,CC(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCC(=O)N(C)C)C(C)C,,Active,SARS_CoV,3CLpro_cov,37,,,,570.69,,C26H46N6O8,10.1021/acs.jmedchem.5b01461,0
3334,3335,C1C[C@@]2(CN(c3cnccn3)CC2)CO1,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,205.26,,C11H15N3O,5rgj.pdb,0
3335,3336,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,,Inactive,SARS_CoV-2,Viral_cov-2,6.76083,,,,398.42,,C20H22N4O5,AID_1409607,2536
3336,3337,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,camostat,Active,,,,,,,398.42,,C20H22N4O5,ResNet-Elsevier,2536
3337,3338,COC1=CC=CC=C1C(=O)NC2=NC3=CC=CC=C3S2,,Active,SARS_CoV,3CLpro_cov,,,12.91,6 µM,284.34,,C15H12N2O2S,AID_1706,708625
3338,3339,C1=CC=C(C=C1)C2=C(C(=O)NC(=N2)SCC(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C#N,,Active,SARS_CoV,3CLpro_cov,,,16.18,6 µM,462.86,,C20H13ClF2N4O3S,AID_1706,135403580
3339,3340,C(=O)(NC1CC1)N(C)Cc1cc(C)on1,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,209.25,,C10H15N3O2,5rgi.pdb,0
3340,3341,CCOC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC(=C3)OCC4=CC=CC=C4,,Active,SARS_CoV-2,Viral_cov-2,1.34,,,,390.44,,C23H22N2O4,AID_1409599,121926
3341,3342,O=C(CSc1ccccn1)Nc1nonc1[N+](=O)[O-],,Active,SARS_CoV,3CLpro_cov,7.068,,,,281.25,,C9H7N5O4S,AID_1890,0
3342,3343,CCC(=O)C1=CC(=C(C=C1)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)[N+](=O)[O-])N4CCN(CC4)C)F,,Active,SARS_CoV,PLpro_cov,,,,,483.54,,C25H30FN5O4,AID_652038,2885266
3343,3344,O=C(Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1)C1CC1,,Active,SARS_CoV,3CLpro_cov,4.1,,,,431.52,,C23H21N5O2S,http://dx.doi.org/10.1016/j.bmcl.2013.08.112,0
3344,3345,C/C(=N\NC(=S)NC1CCCCC1)/C2=CC=CC=C2,,Active,SARS_CoV,PLpro_cov,,,,,275.42,,C15H21N3S,AID_652038,9629893
3345,3346,CC1=CC(=C(C=C1)OCC(=O)N/N=C\C2=C(NN(C2=O)C3=CC=CC=C3)C)[N+](=O)[O-],,Active,SARS_CoV,PLpro_cov,,,,,409.4,,C20H19N5O5,AID_652038,135521420
3346,3347,CC1=CC(=C(C=C1)OC)NC(=O)C2=CC3=CC=CC=C3C=C2OCC(=O)NCC4=CC=CO4,,Active,SARS_CoV,PLpro_cov,,,,,444.49,,C26H24N2O5,AID_652038,2439838
3347,3348,CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,,Inactive,SARS_CoV,3CLpro_cov,,,-1.18,6 µM,249.27,,C12H15N3O3,AID_1706,4622
3348,3349,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,,Inactive,SARS_CoV,3CLpro_cov,,,-5.78,6 µM,387.44,,C19H25N5O4,AID_1706,5401
